,Frequency,Angle_of_Attack(prediction),Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,4000.0,4.243940734042976,0.0508,71.3,0.0014278799999999994
1,999.9999999999998,10.601995067660972,0.1016,71.3,0.0020282200000000007
2,200.0,7.534386122602615,0.2286,31.7,0.0132672
3,2500.0,0.0,0.2286,71.3,0.00293031
4,4000.0,3.8740845240259545,0.02540000000000002,71.3,0.0008486329999999997
5,2000.0,1.0947276733050737,0.1524,39.6,0.002948039999999999
6,500.0,7.426873884968858,0.2286,39.6,0.00614329
7,2000.0,10.98894492719957,0.0508,55.5,0.0271925
8,800.0,15.067846845906391,0.0508,71.3,0.0264269
9,2000.0,6.583879031969464,0.02540000000000002,71.3,0.004206539999999999
10,3150.0,0.0,0.1524,71.3,0.001598800000000001
11,800.0,0.0,0.02540000000000002,31.7,0.017663099999999998
12,3150.0,21.256990259537325,0.0508,39.6,0.0282593
13,2000.0,11.765308312766264,0.1016,39.6,0.00578076
14,800.0,7.866235828481395,0.1524,71.3,0.00752039
15,6300.0,6.041052200828723,0.2286,39.6,0.0123481
16,2000.0,5.250564033513049,0.1524,31.7,0.00525474
17,20000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
18,3150.0,14.121272480562272,0.0508,39.6,0.015047799999999998
19,800.0,15.780779146892442,0.2286,31.7,0.0132672
20,500.0,13.18071576193298,0.0508,39.6,0.036483999999999996
21,16000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
22,1250.0,12.05816449855367,0.2286,71.3,0.00214345
23,315.0,11.66073160062761,0.1016,39.6,0.0528487
24,500.0,1.7547403126996963,0.0508,71.3,0.014072
25,3150.0,10.886435120105903,0.0508,71.3,0.0264269
26,16000.0,0.0,0.02540000000000002,55.5,0.0008732180000000003
27,999.9999999999998,13.813140943887305,0.2286,71.3,0.010440399999999999
28,5000.0,3.9201632798560215,0.2286,39.6,0.00614329
29,500.0,6.9070576136681385,0.3048,39.6,0.00579636
30,250.0,13.891552517964941,0.1016,71.3,0.033779199999999995
31,200.0,18.00355083445174,0.0508,71.3,0.0264269
32,1250.0,15.578142310065576,0.0508,71.3,0.0264269
33,630.0,10.641327175740454,0.1016,55.5,0.0022109999999999994
