,Frequency,Angle_of_Attack(prediction),Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,400.0,0.0,0.3048,31.7,0.0033126600000000003
1,1250.0,10.553596064794206,0.1016,31.7,0.0418756
2,2500.0,2.104605189759152,0.3048,39.6,0.00579636
3,4000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
4,5000.0,1.8116202188357944,0.0508,55.5,0.0007619299999999992
5,800.0,8.134757860533128,0.02540000000000002,39.6,0.0009074749999999996
6,999.9999999999998,18.10823314765492,0.0508,31.7,0.028985300000000002
7,500.0,3.6014630699278207,0.2286,71.3,0.010440399999999999
8,400.0,10.947361483302572,0.1524,71.3,0.00752039
9,1250.0,9.049514022221018,0.1524,31.7,0.00525474
10,999.9999999999998,6.824906587128251,0.0508,31.7,0.0008121640000000006
11,8000.0,2.8165236687834403,0.3048,39.6,0.00495741
12,1600.0,10.524881188738059,0.02540000000000002,71.3,0.012180799999999999
13,1600.0,10.067038170897378,0.02540000000000002,71.3,0.004206539999999999
14,1600.0,7.302739804592234,0.2286,55.5,0.011170600000000001
15,6300.0,22.2,0.1016,39.6,0.04082680000000001
16,999.9999999999998,7.504711595721198,0.2286,39.6,0.00614329
17,315.0,7.862640915744283,0.1524,39.6,0.00909175
18,999.9999999999998,8.116460082215351,0.2286,71.3,0.00293031
19,400.0,10.788210964060287,0.0508,55.5,0.00544854
20,4000.0,0.0,0.1524,39.6,0.0019328699999999997
21,10000.0,2.717620165652801,0.0508,71.3,0.0007404779999999993
22,5000.0,10.78240477013337,0.1524,31.7,0.025278500000000002
23,500.0,2.643700893128516,0.2286,71.3,0.00293031
24,315.0,19.93131955661047,0.0508,39.6,0.0282593
25,6300.0,0.0,0.1016,39.6,0.0014633200000000006
26,999.9999999999998,10.197305122675395,0.0508,39.6,0.0015268899999999995
27,800.0,4.638344162943733,0.2286,39.6,0.00614329
28,5000.0,22.2,0.1016,39.6,0.04082680000000001
29,200.0,14.336122588991739,0.1016,71.3,0.0437259
30,999.9999999999998,7.696042178575818,0.02540000000000002,39.6,0.0172206
31,8000.0,0.5969512835439001,0.1524,71.3,0.001598800000000001
32,1250.0,12.233267265074574,0.1524,39.6,0.00909175
33,8000.0,9.368115210583753,0.02540000000000002,39.6,0.013025299999999998
34,4000.0,3.995519930000659,0.3048,71.3,0.00497773
