,Frequency,Angle_of_Attack(prediction),Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,400.0,0.0,0.3048,31.7,0.0033126600000000003
1,1250.0,10.258304969029165,0.1016,31.7,0.0418756
2,2500.0,2.0453893613623437,0.3048,39.6,0.00579636
3,4000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
4,5000.0,0.0,0.0508,55.5,0.0007619299999999992
5,800.0,9.11716434917785,0.02540000000000002,39.6,0.0009074749999999996
6,999.9999999999998,20.340200097485422,0.0508,31.7,0.028985300000000002
7,500.0,5.92810820302672,0.2286,71.3,0.010440399999999999
8,400.0,10.681096929066006,0.1524,71.3,0.00752039
9,1250.0,9.036707989430528,0.1524,31.7,0.00525474
10,999.9999999999998,6.6556623419881165,0.0508,31.7,0.0008121640000000006
11,8000.0,2.4661261615854944,0.3048,39.6,0.00495741
12,1600.0,12.941949503180647,0.02540000000000002,71.3,0.012180799999999999
13,1600.0,13.185258533172668,0.02540000000000002,71.3,0.004206539999999999
14,1600.0,8.235701257694922,0.2286,55.5,0.011170600000000001
15,6300.0,17.38083388943418,0.1016,39.6,0.04082680000000001
16,999.9999999999998,7.472650273685276,0.2286,39.6,0.00614329
17,315.0,8.63212402878492,0.1524,39.6,0.00909175
18,999.9999999999998,5.800797165911462,0.2286,71.3,0.00293031
19,400.0,10.266184335642283,0.0508,55.5,0.00544854
20,4000.0,1.1180221165809838,0.1524,39.6,0.0019328699999999997
21,10000.0,1.593619599543076,0.0508,71.3,0.0007404779999999993
22,5000.0,10.434749505893363,0.1524,31.7,0.025278500000000002
23,500.0,2.5876524523184026,0.2286,71.3,0.00293031
24,315.0,17.115205582550622,0.0508,39.6,0.0282593
25,6300.0,0.6336009180300355,0.1016,39.6,0.0014633200000000006
26,999.9999999999998,10.023400819377642,0.0508,39.6,0.0015268899999999995
27,800.0,4.845560224415262,0.2286,39.6,0.00614329
28,5000.0,18.793996176914142,0.1016,39.6,0.04082680000000001
29,200.0,12.784024299249573,0.1016,71.3,0.0437259
30,999.9999999999998,3.871532150503781,0.02540000000000002,39.6,0.0172206
31,8000.0,1.8872952637200537,0.1524,71.3,0.001598800000000001
32,1250.0,12.989939855052153,0.1524,39.6,0.00909175
33,8000.0,12.931406551552644,0.02540000000000002,39.6,0.013025299999999998
34,4000.0,3.629053305151004,0.3048,71.3,0.00497773
35,200.0,6.8937518901289305,0.1016,71.3,0.0103088
36,2500.0,0.0,0.0508,39.6,0.0007918219999999993
