,Thermal Distress,Launch Temperature,Leak-Check Pressure(prediction)
0,0.0,72.0,166.9878188360172
1,0.0,72.0,166.9878188360172
2,0.0,72.0,166.9878188360172
3,0.0,72.0,168.86592347539025
4,0.0,72.0,168.86592347539025
5,0.0,72.0,168.86592347539025
6,0.0,72.0,168.86592347539025
7,0.0,72.0,168.86592347539025
8,0.0,72.0,168.86592347539025
9,0.0,72.0,168.86592347539025
10,0.0,72.0,168.86592347539025
11,0.0,72.0,168.86592347539025
12,0.0,72.0,168.86592347539025
13,0.0,72.0,168.86592347539025
14,0.0,72.0,168.86592347539025
15,0.0,72.0,168.86592347539025
16,0.0,72.0,168.86592347539025
17,0.0,72.0,168.86592347539025
18,0.0,72.0,168.86592347539025
19,0.0,72.0,168.86592347539025
20,0.0,72.0,168.86592347539025
21,0.0,72.0,168.86592347539025
22,0.0,72.0,168.86592347539025
23,0.0,72.0,168.86592347539025
24,0.0,72.0,168.86592347539025
25,0.0,72.0,168.86592347539025
26,0.0,72.0,168.86592347539025
27,0.0,72.0,168.86592347539025
28,0.0,72.0,168.86592347539025
29,0.0,72.0,168.86592347539025
30,0.0,72.0,168.86592347539025
31,0.0,72.0,168.86592347539025
32,0.0,72.0,168.86592347539025
33,0.0,72.0,168.86592347539025
34,0.0,72.0,168.86592347539025
35,0.0,72.0,168.86592347539025
36,0.0,72.0,168.86592347539025
37,0.0,72.0,168.86592347539025
38,0.0,72.0,168.86592347539025
39,0.0,72.0,168.86592347539025
40,0.0,72.0,168.86592347539025
41,0.0,72.0,168.86592347539025
42,0.0,72.0,168.86592347539025
43,0.0,72.0,168.86592347539025
44,0.0,72.0,168.86592347539025
45,0.0,72.0,168.86592347539025
46,0.0,72.0,168.86592347539025
47,0.0,72.0,168.86592347539025
48,0.0,72.0,168.86592347539025
49,0.0,72.0,168.86592347539025
50,0.0,72.0,168.86592347539025
51,0.0,72.0,168.86592347539025
52,0.0,72.0,168.86592347539025
53,0.0,72.0,168.86592347539025
54,0.0,72.0,168.86592347539025
55,0.0,72.0,168.86592347539025
56,0.0,72.0,168.86592347539025
57,0.0,72.0,168.86592347539025
58,0.0,72.0,168.86592347539025
59,0.0,72.0,168.86592347539025
60,0.0,72.0,168.86592347539025
61,0.0,72.0,168.86592347539025
62,0.0,72.0,168.86592347539025
63,0.0,72.0,168.86592347539025
64,0.0,72.0,168.86592347539025
65,0.0,72.0,168.86592347539025
66,0.0,72.0,168.86592347539025
67,0.0,72.0,168.86592347539025
68,0.0,72.0,168.86592347539025
69,0.0,72.0,168.86592347539025
70,0.0,72.0,168.86592347539025
71,0.0,72.0,168.86592347539025
72,0.0,72.0,168.86592347539025
73,0.0,72.0,168.86592347539025
74,0.0,72.0,168.86592347539025
75,0.0,72.0,168.86592347539025
76,0.0,72.0,168.86592347539025
77,0.0,72.0,168.86592347539025
78,0.0,72.0,168.86592347539025
79,0.0,72.0,168.86592347539025
80,0.0,72.0,168.86592347539025
81,0.0,72.0,168.86592347539025
82,0.0,72.0,168.86592347539025
83,0.0,72.0,168.86592347539025
84,0.0,72.0,168.86592347539025
85,0.0,72.0,168.86592347539025
86,0.0,72.0,168.86592347539025
87,0.0,72.0,168.86592347539025
88,0.0,72.0,168.86592347539025
89,0.0,72.0,168.86592347539025
90,0.0,72.0,168.86592347539025
91,0.0,72.0,168.86592347539025
92,0.0,72.0,168.86592347539025
93,0.0,72.0,168.86592347539025
94,0.0,72.0,168.86592347539025
95,0.0,72.0,168.86592347539025
96,0.0,72.0,168.86592347539025
97,0.0,72.0,168.86592347539025
98,0.0,72.0,168.86592347539025
99,0.0,72.0,168.86592347539025
100,0.0,72.0,168.86592347539025
101,0.0,72.0,168.86592347539025
102,0.0,72.0,168.86592347539025
103,0.0,72.0,168.86592347539025
104,0.0,72.0,168.86592347539025
105,0.0,72.0,168.86592347539025
106,0.0,72.0,168.86592347539025
107,0.0,72.0,168.86592347539025
108,0.0,72.0,168.86592347539025
109,0.0,72.0,168.86592347539025
110,0.0,72.0,168.86592347539025
111,0.0,72.0,168.86592347539025
112,0.0,72.0,168.86592347539025
113,0.0,72.0,168.86592347539025
114,0.0,72.0,168.86592347539025
115,0.0,72.0,168.86592347539025
116,0.0,72.0,168.86592347539025
117,0.0,72.0,168.86592347539025
118,0.0,72.0,168.86592347539025
119,0.0,72.0,168.86592347539025
120,0.0,72.0,168.86592347539025
121,0.0,72.0,168.86592347539025
122,0.0,72.0,168.86592347539025
123,0.0,72.0,168.86592347539025
124,0.0,72.0,168.86592347539025
125,0.0,72.0,168.86592347539025
126,0.0,72.0,168.86592347539025
127,0.0,72.0,168.86592347539025
128,0.0,72.0,168.86592347539025
129,0.0,72.0,168.86592347539025
130,0.0,72.0,168.86592347539025
131,0.0,72.0,168.86592347539025
132,0.0,72.0,168.86592347539025
133,0.0,72.0,168.86592347539025
134,0.0,72.0,168.86592347539025
135,0.0,72.0,168.86592347539025
136,0.0,72.0,168.86592347539025
137,0.0,72.0,168.86592347539025
138,0.0,72.0,168.86592347539025
139,0.0,72.0,168.86592347539025
140,0.0,72.0,168.86592347539025
141,0.0,72.0,168.86592347539025
142,0.0,72.0,168.86592347539025
143,0.0,72.0,168.86592347539025
144,0.0,72.0,168.86592347539025
145,0.0,72.0,168.86592347539025
146,0.0,72.0,168.86592347539025
147,0.0,72.0,168.86592347539025
148,0.0,72.0,168.86592347539025
149,0.0,72.0,168.86592347539025
150,0.0,72.0,168.86592347539025
151,0.0,72.0,168.86592347539025
152,0.0,72.0,168.86592347539025
153,0.0,72.0,168.86592347539025
154,0.0,72.0,168.86592347539025
155,0.0,72.0,168.86592347539025
156,0.0,72.0,168.86592347539025
157,0.0,72.0,168.86592347539025
158,0.0,72.0,168.86592347539025
159,0.0,72.0,168.86592347539025
160,0.0,72.0,168.86592347539025
161,0.0,72.0,168.86592347539025
162,0.0,72.0,168.86592347539025
