,Cylinders,Displacement,Horse_power,Weight,Acceleration(prediction),Model_year,Origin
0,4.0,71.31615635829202,69.0,2189.0,18.0,72.0,2.0
1,4.0,131.20819976308246,115.0,2795.0,15.7,78.0,2.0
2,4.0,257.01844274540906,60.0,1800.0,16.4,78.0,3.0
3,4.0,199.20575251118368,70.0,1955.0,20.5,71.0,1.0
4,4.0,62.528424402230854,86.0,2790.0,15.6,82.0,1.0
5,4.0,202.4007354259153,75.0,2155.0,16.4,76.0,3.0
6,8.0,431.93345142438056,170.0,4746.0,12.0,71.0,1.0
7,4.0,213.33268063523346,75.0,2265.0,18.2,77.0,3.0
8,6.0,270.04200078884264,95.0,3264.0,16.0,75.0,1.0
9,4.0,227.8358403079145,49.0,1867.0,19.5,73.0,2.0
10,8.0,440.92783080550555,190.0,3850.0,8.5,70.0,1.0
11,6.0,160.41135539912523,108.0,2930.0,15.5,76.0,3.0
12,8.0,413.07452566957176,155.0,4360.0,14.9,79.0,1.0
13,4.0,161.529656240425,75.0,2171.0,16.0,75.0,3.0
14,6.0,138.42534908743704,133.0,3410.0,15.8,78.0,2.0
15,4.0,187.00217421104855,88.0,2605.0,19.6,82.0,1.0
16,6.0,353.2726561364746,95.0,3102.0,16.5,74.0,1.0
17,4.0,271.717287787976,75.0,2350.0,16.8,81.0,3.0
18,4.0,159.3419927827974,80.0,2670.0,15.0,79.0,1.0
19,4.0,254.09891690240892,88.0,2500.0,15.1,80.0,2.0
20,6.0,447.19894611123345,95.0,2833.0,15.5,70.0,1.0
21,4.0,62.528424402230854,52.0,2130.0,24.6,82.0,2.0
22,4.0,251.15131516712978,68.0,1985.0,16.0,81.0,3.0
23,8.0,62.528424402230854,130.0,3504.0,12.0,70.0,1.0
24,4.0,177.24108207540692,67.0,1963.0,15.5,74.0,2.0
25,4.0,166.0842264581056,90.0,2265.0,15.5,73.0,2.0
26,4.0,153.54172766196118,87.0,2979.0,19.5,72.0,2.0
27,6.0,124.68874058106837,105.0,3439.0,15.5,71.0,1.0
28,4.0,243.8786128238356,46.0,1950.0,21.0,73.0,2.0
29,4.0,128.58061865639337,76.0,2511.0,18.0,72.0,2.0
30,8.0,454.8968132630423,145.0,4440.0,14.0,75.0,1.0
31,6.0,210.71146825421627,90.0,3210.0,17.2,78.0,1.0
32,8.0,121.24316229369622,125.0,3605.0,15.0,79.0,1.0
33,4.0,293.4379393378206,74.0,2635.0,18.3,81.0,3.0
34,8.0,62.528424402230854,150.0,4464.0,12.0,73.0,1.0
35,4.0,337.30622568816125,67.0,1995.0,16.2,82.0,3.0
36,8.0,441.72556695683284,140.0,4638.0,16.0,74.0,1.0
37,4.0,152.2670951736302,80.0,2126.0,17.0,72.0,1.0
38,8.0,271.1870847566881,140.0,4294.0,16.0,72.0,1.0
39,8.0,156.96147117866963,215.0,4615.0,14.0,70.0,1.0
40,8.0,62.528424402230854,130.0,4098.0,14.0,72.0,1.0
41,4.0,158.0329796840178,75.0,2108.0,15.5,74.0,2.0
42,4.0,115.0838508192272,74.0,1980.0,15.3,82.0,2.0
43,4.0,78.50230756377252,78.0,2300.0,14.5,74.0,2.0
44,8.0,333.88768491767155,148.0,4657.0,13.5,75.0,1.0
45,8.0,440.92783080550555,215.0,4735.0,11.0,73.0,1.0
46,6.0,452.1507532747577,100.0,3282.0,15.0,71.0,1.0
47,4.0,276.74194268836095,69.0,2130.0,14.7,79.0,2.0
48,4.0,62.528424402230854,72.0,2401.0,19.5,73.0,1.0
49,4.0,132.09876937270613,70.0,1937.0,14.2,76.0,2.0
50,8.0,440.92783080550555,153.0,4154.0,13.5,71.0,1.0
51,4.0,118.18400003566762,95.0,2278.0,15.5,72.0,3.0
52,4.0,151.5025704211699,90.0,2264.0,15.5,71.0,1.0
53,4.0,263.442397924594,88.0,2160.0,14.5,82.0,3.0
54,6.0,149.93050876611255,112.0,2835.0,14.7,82.0,1.0
55,6.0,161.33142885455854,110.0,3632.0,18.0,74.0,1.0
56,8.0,320.06393691764106,110.0,3221.0,13.5,75.0,1.0
57,6.0,271.1143925415772,100.0,2914.0,16.0,75.0,1.0
58,4.0,152.53282460995555,95.0,2375.0,17.5,70.0,2.0
