,0
0,0.0036116506120134895
1,0.0035987452494803656
2,0.003597454553632557
3,0.003597322279325809
4,0.0035973115544885997
5,0.0035973079795464163
6,0.0035973079795464163
7,0.0035973079795464163
8,0.0035973079795464163
9,0.0035973079795464163
10,0.0035973079795464163
11,0.0035973079795464163
12,0.0035973079795464163
13,0.0035973079795464163
14,0.0035973079795464163
15,0.0035973079795464163
16,0.0035973079795464163
17,0.0035973079795464163
18,0.0035973079795464163
19,0.0035973079795464163
20,0.0035973079795464163
21,0.0035973079795464163
22,0.0035973079795464163
23,0.0035973079795464163
24,0.0035973079795464163
25,0.0035973079795464163
26,0.0035973079795464163
27,0.0035973079795464163
28,0.0035973079795464163
29,0.0035973079795464163
30,0.0035973079795464163
31,0.0035973079795464163
32,0.0035973079795464163
33,0.0035973079795464163
34,0.0035973079795464163
35,0.0035973079795464163
36,0.0035973079795464163
37,0.0035973079795464163
38,0.0035973079795464163
39,0.0035973079795464163
40,0.0035973079795464163
41,0.0035973079795464163
42,0.0035973079795464163
43,0.0035973079795464163
44,0.0035973079795464163
45,0.0035973079795464163
46,0.0035973079795464163
47,0.0035973079795464163
48,0.0035973079795464163
49,0.0035973079795464163
50,0.0035973079795464163
51,0.0035973079795464163
52,0.0035973079795464163
53,0.0035973079795464163
54,0.0035973079795464163
55,0.0035973079795464163
56,0.0035973079795464163
57,0.0035973079795464163
58,0.0035973079795464163
59,0.0035973079795464163
60,0.0035973079795464163
61,0.0035973079795464163
62,0.0035973079795464163
63,0.0035973079795464163
64,0.0035973079795464163
65,0.0035973079795464163
66,0.0035973079795464163
67,0.0035973079795464163
68,0.0035973079795464163
69,0.0035973079795464163
70,0.0035973079795464163
71,0.0035973079795464163
72,0.0035973079795464163
73,0.0035973079795464163
74,0.0035973079795464163
75,0.0035973079795464163
76,0.0035973079795464163
77,0.0035973079795464163
78,0.0035973079795464163
79,0.0035973079795464163
80,0.0035973079795464163
81,0.0035973079795464163
82,0.0035973079795464163
83,0.0035973079795464163
84,0.0035973079795464163
85,0.0035973079795464163
86,0.0035973079795464163
87,0.0035973079795464163
88,0.0035973079795464163
89,0.0035973079795464163
90,0.0035973079795464163
91,0.0035973079795464163
92,0.0035973079795464163
93,0.0035973079795464163
94,0.0035973079795464163
95,0.0035973079795464163
96,0.0035973079795464163
97,0.0035973079795464163
98,0.0035973079795464163
99,0.0035973079795464163
100,0.0035973079795464163
101,0.0035973079795464163
102,0.0035973079795464163
103,0.0035973079795464163
104,0.0035973079795464163
105,0.0035973079795464163
106,0.0035973079795464163
107,0.0035973079795464163
108,0.0035973079795464163
109,0.0035973079795464163
110,0.0035973079795464163
111,0.0035973079795464163
112,0.0035973079795464163
113,0.0035973079795464163
114,0.0035973079795464163
115,0.0035973079795464163
116,0.0035973079795464163
117,0.0035973079795464163
118,0.0035973079795464163
119,0.0035973079795464163
120,0.0035973079795464163
