,Frequency,Angle_of_Attack(prediction),Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,4000.0,6.224481272712694,0.0508,71.3,0.0014278799999999994
1,999.9999999999998,2.316172572481711,0.1016,71.3,0.0020282200000000007
2,200.0,7.707897244567848,0.2286,31.7,0.0132672
3,2500.0,0.0,0.2286,71.3,0.00293031
4,4000.0,7.3121316391204,0.02540000000000002,71.3,0.0008486329999999997
5,2000.0,0.0,0.1524,39.6,0.002948039999999999
6,500.0,0.6710190962313121,0.2286,39.6,0.00614329
7,2000.0,11.794924302602634,0.0508,55.5,0.0271925
8,800.0,4.717491726773511,0.0508,71.3,0.0264269
9,2000.0,9.857271941207665,0.02540000000000002,71.3,0.004206539999999999
10,3150.0,0.0,0.1524,71.3,0.001598800000000001
11,800.0,6.772194877539355,0.02540000000000002,31.7,0.017663099999999998
12,3150.0,11.555770884071176,0.0508,39.6,0.0282593
13,2000.0,9.82526438736433,0.1016,39.6,0.00578076
14,800.0,4.952660773285413,0.1524,71.3,0.00752039
15,6300.0,6.174519748787276,0.2286,39.6,0.0123481
16,2000.0,4.792599174590263,0.1524,31.7,0.00525474
17,20000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
18,3150.0,12.420037315858288,0.0508,39.6,0.015047799999999998
19,800.0,9.662184530934969,0.2286,31.7,0.0132672
20,500.0,0.1725266286949365,0.0508,39.6,0.036483999999999996
21,16000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
22,1250.0,8.430379736519273,0.2286,71.3,0.00214345
23,315.0,12.998261144687135,0.1016,39.6,0.0528487
24,500.0,9.456347040112549,0.0508,71.3,0.014072
25,3150.0,12.442175839597999,0.0508,71.3,0.0264269
26,16000.0,0.0,0.02540000000000002,55.5,0.0008732180000000003
27,999.9999999999998,11.935310557398576,0.2286,71.3,0.010440399999999999
28,5000.0,3.724668501039315,0.2286,39.6,0.00614329
29,500.0,0.0,0.3048,39.6,0.00579636
30,250.0,14.083892177471899,0.1016,71.3,0.033779199999999995
31,200.0,18.464306065698363,0.0508,71.3,0.0264269
32,1250.0,15.363467070807516,0.0508,71.3,0.0264269
33,630.0,5.148598916967481,0.1016,55.5,0.0022109999999999994
34,1600.0,10.967834655468259,0.1016,71.3,0.0012107200000000002
35,3150.0,0.4108672460142593,0.1016,39.6,0.0024513799999999995
36,250.0,0.49096886849104404,0.1524,71.3,0.019300099999999997
37,1600.0,4.4119632600081875,0.2286,55.5,0.003135249999999999
38,1600.0,9.156034873272686,0.1524,31.7,0.025278500000000002
39,1600.0,3.285530446403716,0.1524,55.5,0.00433288
40,999.9999999999998,1.4008964971365359,0.1524,31.7,0.00209405
41,4000.0,4.584123101777373,0.2286,39.6,0.00614329
42,1600.0,17.633370567787736,0.02540000000000002,39.6,0.0009074749999999996
43,10000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
44,4000.0,0.7909475484021415,0.3048,39.6,0.003101380000000001
45,1250.0,7.801017384388182,0.3048,71.3,0.00266337
46,5000.0,1.0936204016727649,0.3048,31.7,0.0033126600000000003
47,5000.0,9.6744542351758,0.1524,71.3,0.019300099999999997
48,1600.0,5.370521498850136,0.2286,39.6,0.00614329
49,2500.0,11.925014183521338,0.1016,55.5,0.0368233
50,250.0,19.722649651012468,0.0508,39.6,0.0282593
51,5000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
52,3150.0,2.1987526393862424,0.3048,39.6,0.00579636
53,1600.0,10.444546869068812,0.0508,39.6,0.0015268899999999995
54,500.0,6.096098764036485,0.1524,39.6,0.00909175
55,400.0,0.0,0.2286,39.6,0.00253511
56,630.0,17.94056135254442,0.02540000000000002,71.3,0.016104
57,800.0,9.257862922107446,0.1524,39.6,0.0233328
58,2500.0,8.351675640076481,0.0508,71.3,0.00529514
59,315.0,16.797027546852533,0.0508,71.3,0.0264269
60,1600.0,0.0,0.3048,55.5,0.0028308099999999996
61,5000.0,11.28759172274137,0.1016,71.3,0.033779199999999995
62,5000.0,6.3864378942847315,0.2286,39.6,0.0123481
63,315.0,0.17783936575409776,0.3048,71.3,0.00497773
64,500.0,7.81444130312729,0.2286,71.3,0.00400603
65,4000.0,22.2,0.0508,39.6,0.036483999999999996
66,2500.0,11.24856016328736,0.0508,71.3,0.0014278799999999994
67,3150.0,13.276965881032137,0.1016,71.3,0.0437259
68,3150.0,3.9708706358667514,0.2286,39.6,0.00614329
69,1250.0,10.170253755146602,0.1016,39.6,0.04082680000000001
70,3150.0,3.8156679194253904,0.02540000000000002,71.3,0.00040068199999999943
71,500.0,6.436082125982054,0.1016,55.5,0.0368233
72,800.0,8.031919888668673,0.1524,55.5,0.0017266799999999995
73,500.0,9.095193386063409,0.1524,31.7,0.025278500000000002
74,800.0,22.2,0.0508,71.3,0.034118300000000004
75,500.0,6.044569192952847,0.2286,55.5,0.011170600000000001
76,800.0,4.876194804115458,0.2286,55.5,0.0022933599999999995
77,999.9999999999998,4.267964984688019,0.0508,71.3,0.0264269
78,3150.0,5.43793287949911,0.1524,39.6,0.00485029
79,800.0,0.0724477082691184,0.2286,31.7,0.0027238
80,3150.0,8.446117348177301,0.02540000000000002,55.5,0.0008732180000000003
81,1250.0,9.963816747618722,0.0508,39.6,0.00566229
82,1600.0,8.617754183691996,0.1016,39.6,0.00578076
83,2000.0,3.014949655170707,0.3048,55.5,0.00452492
84,500.0,10.480746233285348,0.1524,71.3,0.004011990000000001
85,10000.0,0.0,0.02540000000000002,39.6,0.00042846399999999993
86,1250.0,6.8074867742430865,0.3048,71.3,0.00425727
87,6300.0,0.0,0.1016,55.5,0.0013198299999999993
88,2500.0,6.612475146504496,0.1524,71.3,0.00752039
89,4000.0,9.282263170184468,0.1524,39.6,0.0233328
90,2500.0,6.522729761345097,0.2286,55.5,0.011170600000000001
91,630.0,20.277907642336608,0.0508,39.6,0.036483999999999996
92,1600.0,10.34158995363289,0.1016,39.6,0.012459600000000001
93,8000.0,14.027196496150854,0.02540000000000002,71.3,0.012180799999999999
94,4000.0,0.3044671710503817,0.1016,31.7,0.0015009199999999993
95,1250.0,20.581668428786056,0.1524,31.7,0.025278500000000002
96,999.9999999999998,4.852655666573925,0.02540000000000002,31.7,0.0009307889999999996
97,800.0,5.326906324292435,0.1524,39.6,0.00909175
98,999.9999999999998,18.850847240157854,0.0508,39.6,0.036483999999999996
99,4000.0,1.4661027404579743,0.2286,55.5,0.003135249999999999
100,2500.0,1.6713527871732117,0.3048,31.7,0.00529514
101,630.0,4.028942665907881,0.1016,39.6,0.00578076
102,6300.0,10.536681371646758,0.1524,55.5,0.0208438
103,2500.0,6.604344162176921,0.2286,31.7,0.0132672
104,500.0,0.0,0.3048,31.7,0.00529514
105,2000.0,7.956549838145379,0.1524,31.7,0.025278500000000002
106,2500.0,0.0,0.1016,31.7,0.0025143500000000003
107,6300.0,2.715434244667727,0.2286,55.5,0.004286199999999999
108,3150.0,7.793175230465468,0.1016,39.6,0.012459600000000001
109,630.0,0.0,0.3048,39.6,0.00579636
110,3150.0,10.949418034422564,0.1524,39.6,0.00909175
111,6300.0,6.781990302316798,0.1524,71.3,0.004011990000000001
112,500.0,16.819659992100913,0.0508,39.6,0.0282593
113,500.0,2.8692151372349293,0.02540000000000002,31.7,0.0046137700000000005
114,1250.0,8.30165931382103,0.2286,55.5,0.011170600000000001
115,8000.0,0.0,0.1524,39.6,0.0019328699999999997
116,5000.0,0.0,0.1524,71.3,0.001598800000000001
117,500.0,6.327250248156514,0.0508,39.6,0.015047799999999998
118,12500.0,1.9193097193142794,0.1524,71.3,0.0024385099999999996
119,1600.0,11.538802303411295,0.1524,55.5,0.0208438
120,3150.0,5.085870398664173,0.1524,31.7,0.00525474
121,6300.0,0.6611974643461194,0.2286,71.3,0.00214345
122,1250.0,8.322420421042576,0.1524,71.3,0.00752039
123,1250.0,8.20169234249659,0.2286,71.3,0.00293031
124,1250.0,13.921312058740433,0.1524,39.6,0.058411300000000006
125,1600.0,2.5046137898441607,0.3048,39.6,0.00579636
126,400.0,10.357431545236356,0.1524,39.6,0.0233328
127,315.0,3.898184401049509,0.3048,31.7,0.00529514
128,2500.0,11.886131872084867,0.0508,31.7,0.028985300000000002
129,1600.0,1.226730359082536,0.1524,39.6,0.0019328699999999997
130,630.0,17.746750626498343,0.02540000000000002,55.5,0.016570599999999998
131,4000.0,9.310415583527714,0.1524,31.7,0.025278500000000002
132,1600.0,0.0,0.2286,39.6,0.00253511
133,1250.0,6.2197165887556185,0.02540000000000002,31.7,0.0046137700000000005
134,3150.0,5.575402148281263,0.02540000000000002,39.6,0.0009074749999999996
135,4000.0,22.2,0.0508,71.3,0.034118300000000004
136,5000.0,4.124908845905005,0.0508,71.3,0.0007404779999999993
137,6300.0,3.158872767985811,0.1524,39.6,0.00485029
138,8000.0,0.9584271139018226,0.3048,39.6,0.0039210700000000005
139,2500.0,9.001771852864554,0.0508,39.6,0.00566229
140,250.0,1.6355547967755788,0.1524,71.3,0.0483159
141,5000.0,1.9317566220258424,0.02540000000000002,39.6,0.0009074749999999996
142,630.0,4.020725395001119,0.1524,31.7,0.00209405
143,999.9999999999998,4.085473748018693,0.3048,55.5,0.0028308099999999996
144,630.0,9.857130166034246,0.0508,55.5,0.00544854
145,999.9999999999998,10.504126104283099,0.1016,39.6,0.04082680000000001
146,500.0,6.593233487561062,0.2286,39.6,0.0123481
147,8000.0,4.0287652114968955,0.1524,55.5,0.00433288
148,5000.0,5.727663966784287,0.02540000000000002,71.3,0.0008486329999999997
149,8000.0,6.964212200745958,0.1524,71.3,0.00752039
150,630.0,13.12813199076929,0.1524,71.3,0.019300099999999997
151,2500.0,8.537139948940933,0.0508,55.5,0.00544854
152,2000.0,2.5957109833933014,0.1524,71.3,0.00752039
153,315.0,7.1289613956342475,0.1016,31.7,0.00592927
154,5000.0,10.342928115477292,0.02540000000000002,71.3,0.012180799999999999
155,12500.0,0.0,0.1524,71.3,0.001598800000000001
156,2500.0,9.58287856836669,0.02540000000000002,39.6,0.013025299999999998
157,1250.0,1.6704107477129506,0.3048,31.7,0.0033126600000000003
158,1250.0,0.8196649983575037,0.2286,39.6,0.00253511
159,400.0,4.62054434184277,0.2286,31.7,0.00509068
160,400.0,10.407293713068094,0.1524,55.5,0.0208438
