,Frequency(prediction),Angle_of_Attack,Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,2483.5374979662124,4.2,0.0508,71.3,0.0014278799999999994
1,1883.1845844803393,3.3,0.1016,71.3,0.0020282200000000007
2,428.1742486607636,7.3,0.2286,31.7,0.0132672
3,2285.994111249908,2.0,0.2286,71.3,0.00293031
4,6080.2017596426995,4.8,0.02540000000000002,71.3,0.0008486329999999997
5,1590.833449986415,2.7,0.1524,39.6,0.002948039999999999
6,615.2990516387244,5.3,0.2286,39.6,0.00614329
7,1107.858236692265,15.4,0.0508,55.5,0.0271925
8,924.3241377364197,15.4,0.0508,71.3,0.0264269
9,2118.04924038591,9.5,0.02540000000000002,71.3,0.004206539999999999
10,1917.4796090375753,0.0,0.1524,71.3,0.001598800000000001
11,1281.280836080971,17.4,0.02540000000000002,31.7,0.017663099999999998
12,1857.0417122841243,15.4,0.0508,39.6,0.0282593
13,3098.328181511754,6.7,0.1016,39.6,0.00578076
14,763.6080626870057,7.2,0.1524,71.3,0.00752039
15,5419.400822329848,7.3,0.2286,39.6,0.0123481
16,2036.1452793833698,5.4,0.1524,31.7,0.00525474
17,18460.794029865323,0.0,0.02540000000000002,55.5,0.0004122899999999992
18,4387.452924491773,11.2,0.0508,39.6,0.015047799999999998
19,1094.4603323240972,7.3,0.2286,31.7,0.0132672
20,610.2740346386922,19.7,0.0508,39.6,0.036483999999999996
21,12367.116276393033,0.0,0.02540000000000002,31.7,0.0004394719999999998
22,2027.4568175720447,0.0,0.2286,71.3,0.00214345
23,200.0,15.6,0.1016,39.6,0.0528487
24,2142.7015898286304,11.2,0.0508,71.3,0.014072
25,1870.4086966935045,15.4,0.0508,71.3,0.0264269
26,12016.580827566657,4.8,0.02540000000000002,55.5,0.0008732180000000003
27,1640.4787460452776,7.3,0.2286,71.3,0.010440399999999999
28,3890.3080798483256,5.3,0.2286,39.6,0.00614329
29,665.3949611173134,4.0,0.3048,39.6,0.00579636
30,407.20431116515283,12.3,0.1016,71.3,0.033779199999999995
31,2248.2034176310294,15.4,0.0508,71.3,0.0264269
32,924.0412447793997,15.4,0.0508,71.3,0.0264269
33,4302.834259631316,3.3,0.1016,55.5,0.0022109999999999994
34,1685.219686842797,0.0,0.1016,71.3,0.0012107200000000002
35,2060.7030819099937,3.3,0.1016,39.6,0.0024513799999999995
36,200.0,9.9,0.1524,71.3,0.019300099999999997
37,1925.7246311252693,2.0,0.2286,55.5,0.003135249999999999
38,1659.9589067976758,9.9,0.1524,31.7,0.025278500000000002
39,1361.0427587966742,5.4,0.1524,55.5,0.00433288
40,1165.825207127379,0.0,0.1524,31.7,0.00209405
41,3625.896554090342,5.3,0.2286,39.6,0.00614329
42,9021.375651801922,4.8,0.02540000000000002,39.6,0.0009074749999999996
43,8384.563444168594,0.0,0.02540000000000002,55.5,0.0004122899999999992
44,4525.344916658535,0.0,0.3048,39.6,0.003101380000000001
45,2532.231212070486,0.0,0.3048,71.3,0.00266337
46,5936.774687654832,0.0,0.3048,31.7,0.0033126600000000003
47,5202.477015503823,9.9,0.1524,71.3,0.019300099999999997
48,1669.7353410433243,5.3,0.2286,39.6,0.00614329
49,2284.909905352114,12.3,0.1016,55.5,0.0368233
50,1438.001440531652,15.4,0.0508,39.6,0.0282593
51,3854.044987153957,0.0,0.02540000000000002,31.7,0.0004394719999999998
52,2183.8748209336372,4.0,0.3048,39.6,0.00579636
53,3646.4620162553547,4.2,0.0508,39.6,0.0015268899999999995
54,412.27026606344907,7.2,0.1524,39.6,0.00909175
55,3320.521044436734,0.0,0.2286,39.6,0.00253511
56,4067.012311777272,17.4,0.02540000000000002,71.3,0.016104
57,728.7665502650802,9.9,0.1524,39.6,0.0233328
58,1887.4899764611846,8.4,0.0508,71.3,0.00529514
59,1790.9246142227166,15.4,0.0508,71.3,0.0264269
60,1561.7668856458565,0.0,0.3048,55.5,0.0028308099999999996
61,3996.7975140018307,12.3,0.1016,71.3,0.033779199999999995
62,4397.0534070721515,7.3,0.2286,39.6,0.0123481
63,1486.1115745290142,4.0,0.3048,71.3,0.00497773
64,2104.4460225627504,4.0,0.2286,71.3,0.00400603
65,5449.932128323061,19.7,0.0508,39.6,0.036483999999999996
66,5741.5633140706595,4.2,0.0508,71.3,0.0014278799999999994
67,1999.339953282607,15.6,0.1016,71.3,0.0437259
68,2577.1537238623805,5.3,0.2286,39.6,0.00614329
69,892.6973621844552,12.3,0.1016,39.6,0.04082680000000001
70,5173.704296477343,0.0,0.02540000000000002,71.3,0.00040068199999999943
71,200.0,12.3,0.1016,55.5,0.0368233
72,3575.771095559698,0.0,0.1524,55.5,0.0017266799999999995
73,370.5210704460219,9.9,0.1524,31.7,0.025278500000000002
74,1533.222545625267,19.7,0.0508,71.3,0.034118300000000004
75,200.0,7.3,0.2286,55.5,0.011170600000000001
76,1873.7859882106534,0.0,0.2286,55.5,0.0022933599999999995
77,923.6040429418345,15.4,0.0508,71.3,0.0264269
78,3690.0194062728906,5.4,0.1524,39.6,0.00485029
79,1051.2230511109412,0.0,0.2286,31.7,0.0027238
80,6488.156644511455,4.8,0.02540000000000002,55.5,0.0008732180000000003
81,1527.7328684818349,8.4,0.0508,39.6,0.00566229
82,1773.9679253457614,6.7,0.1016,39.6,0.00578076
83,2091.2672397562246,3.0,0.3048,55.5,0.00452492
84,2597.5282079806025,5.4,0.1524,71.3,0.004011990000000001
85,7726.922620939668,0.0,0.02540000000000002,39.6,0.00042846399999999993
86,1649.9177579018149,3.0,0.3048,71.3,0.00425727
87,5867.543187379893,0.0,0.1016,55.5,0.0013198299999999993
88,2622.7212007687904,7.2,0.1524,71.3,0.00752039
89,3993.5142005312164,9.9,0.1524,39.6,0.0233328
90,2359.722882837496,7.3,0.2286,55.5,0.011170600000000001
91,1628.2592446125582,19.7,0.0508,39.6,0.036483999999999996
92,1838.8341650601792,8.9,0.1016,39.6,0.012459600000000001
93,15022.298398231309,12.7,0.02540000000000002,71.3,0.012180799999999999
94,4288.828105677319,0.0,0.1016,31.7,0.0015009199999999993
95,1427.4463728847231,9.9,0.1524,31.7,0.025278500000000002
96,8582.173229134947,4.8,0.02540000000000002,31.7,0.0009307889999999996
97,412.27011220663144,7.2,0.1524,39.6,0.00909175
98,1876.5701625185902,19.7,0.0508,39.6,0.036483999999999996
99,3982.271359313591,2.0,0.2286,55.5,0.003135249999999999
100,1971.0403310636989,3.0,0.3048,31.7,0.00529514
101,866.234617664755,6.7,0.1016,39.6,0.00578076
102,7486.068123516822,9.9,0.1524,55.5,0.0208438
103,2426.022579188156,7.3,0.2286,31.7,0.0132672
104,682.539656225832,3.0,0.3048,31.7,0.00529514
105,1705.401470985224,9.9,0.1524,31.7,0.025278500000000002
106,1142.4092810833938,3.3,0.1016,31.7,0.0025143500000000003
107,5344.669318405893,4.0,0.2286,55.5,0.004286199999999999
108,2865.2076320467845,8.9,0.1016,39.6,0.012459600000000001
109,664.6873575743657,4.0,0.3048,39.6,0.00579636
110,7111.6031605575945,7.2,0.1524,39.6,0.00909175
111,8270.416309826589,5.4,0.1524,71.3,0.004011990000000001
112,622.5687694798839,15.4,0.0508,39.6,0.0282593
113,3208.5280529932406,9.5,0.02540000000000002,31.7,0.0046137700000000005
114,1397.7851644173556,7.3,0.2286,55.5,0.011170600000000001
115,7584.815635514846,0.0,0.1524,39.6,0.0019328699999999997
116,5447.884455511734,0.0,0.1524,71.3,0.001598800000000001
117,858.0830945908579,11.2,0.0508,39.6,0.015047799999999998
118,13138.927331625051,2.7,0.1524,71.3,0.0024385099999999996
119,2014.2605497629706,9.9,0.1524,55.5,0.0208438
120,3477.4881171558263,5.4,0.1524,31.7,0.00525474
121,7311.558345924376,0.0,0.2286,71.3,0.00214345
122,1314.1719630250254,7.2,0.1524,71.3,0.00752039
123,1791.5980322877654,2.0,0.2286,71.3,0.00293031
124,1722.8082295935162,12.6,0.1524,39.6,0.058411300000000006
125,1396.989951927331,4.0,0.3048,39.6,0.00579636
126,463.7273739719126,9.9,0.1524,39.6,0.0233328
127,1318.2480123502023,3.0,0.3048,31.7,0.00529514
128,20000.0,15.4,0.0508,31.7,0.028985300000000002
129,1228.725918593162,0.0,0.1524,39.6,0.0019328699999999997
130,3174.5337000042464,17.4,0.02540000000000002,55.5,0.016570599999999998
131,3990.566219724731,9.9,0.1524,31.7,0.025278500000000002
132,1553.0577809134961,0.0,0.2286,39.6,0.00253511
133,1481.284679671109,9.5,0.02540000000000002,31.7,0.0046137700000000005
134,3148.619230857473,4.8,0.02540000000000002,39.6,0.0009074749999999996
135,8033.4435524914925,19.7,0.0508,71.3,0.034118300000000004
136,4575.709931615784,0.0,0.0508,71.3,0.0007404779999999993
137,5100.61518955744,5.4,0.1524,39.6,0.00485029
138,7609.561325514983,1.5,0.3048,39.6,0.0039210700000000005
139,2522.1547088950447,8.4,0.0508,39.6,0.00566229
140,200.0,12.6,0.1524,71.3,0.0483159
141,2425.9373462268168,4.8,0.02540000000000002,39.6,0.0009074749999999996
142,2646.307989577239,0.0,0.1524,31.7,0.00209405
143,1569.6223064614046,0.0,0.3048,55.5,0.0028308099999999996
144,4639.774321092981,8.4,0.0508,55.5,0.00544854
145,728.9425074722449,12.3,0.1016,39.6,0.04082680000000001
146,395.80736449470805,7.3,0.2286,39.6,0.0123481
147,7745.670872185747,5.4,0.1524,55.5,0.00433288
148,5426.948041304185,4.8,0.02540000000000002,71.3,0.0008486329999999997
149,8793.486731379446,7.2,0.1524,71.3,0.00752039
150,1157.9421842857505,9.9,0.1524,71.3,0.019300099999999997
151,2089.2233145247956,8.4,0.0508,55.5,0.00544854
152,1856.8913343282936,7.2,0.1524,71.3,0.00752039
153,1725.743464133906,6.7,0.1016,31.7,0.00592927
154,3105.3466940522276,12.7,0.02540000000000002,71.3,0.012180799999999999
155,12671.843650329909,0.0,0.1524,71.3,0.001598800000000001
156,1462.1066156213205,12.7,0.02540000000000002,39.6,0.013025299999999998
157,1554.766800612648,0.0,0.3048,31.7,0.0033126600000000003
158,1116.596006055629,0.0,0.2286,39.6,0.00253511
159,1164.8917056983996,4.0,0.2286,31.7,0.00509068
160,458.9932940998701,9.9,0.1524,55.5,0.0208438
161,11480.807028748324,0.0,0.0508,71.3,0.0007404779999999993
162,904.0665460338209,4.0,0.2286,55.5,0.004286199999999999
163,2333.202187304978,17.4,0.02540000000000002,39.6,0.0172206
164,2159.765405020363,3.0,0.3048,39.6,0.00495741
165,11136.005553981322,0.0,0.02540000000000002,71.3,0.00040068199999999943
166,9280.163333860468,2.0,0.2286,71.3,0.00293031
167,610.178124952276,19.7,0.0508,39.6,0.036483999999999996
168,3915.5740470717665,2.0,0.2286,71.3,0.00293031
169,1024.788867008417,5.4,0.1524,39.6,0.00485029
170,3882.8718019227936,0.0,0.3048,31.7,0.0033126600000000003
171,888.0864814191036,15.4,0.0508,71.3,0.0264269
172,7251.852630140915,0.0,0.02540000000000002,31.7,0.0004394719999999998
173,1236.955671985963,4.0,0.2286,39.6,0.00473801
174,1343.3406741480446,15.4,0.0508,39.6,0.0282593
175,1142.409275128135,3.3,0.1016,31.7,0.0025143500000000003
176,3100.8400973844728,0.0,0.0508,31.7,0.0008121640000000006
177,200.0,7.3,0.2286,31.7,0.0132672
178,1492.5544904123553,3.0,0.3048,31.7,0.00529514
179,9782.286766302646,0.0,0.3048,55.5,0.0028308099999999996
180,219.00237163852762,12.6,0.1524,71.3,0.0483159
181,200.0,12.3,0.1016,55.5,0.0368233
182,3995.2695319803192,0.0,0.1016,39.6,0.0014633200000000006
183,10087.768959437917,9.5,0.02540000000000002,39.6,0.00449821
184,1730.6872086468645,9.5,0.02540000000000002,55.5,0.004328399999999999
185,200.0,12.3,0.1016,71.3,0.033779199999999995
186,3534.491790528254,9.5,0.02540000000000002,55.5,0.004328399999999999
187,2529.3063526236824,17.4,0.02540000000000002,71.3,0.016104
188,2225.9395410002753,1.5,0.3048,71.3,0.00336729
189,11062.92912906378,3.0,0.3048,71.3,0.00425727
190,1700.3713556188764,0.0,0.3048,55.5,0.0028308099999999996
191,3508.490213882423,3.3,0.1016,71.3,0.0020282200000000007
192,2089.8582446471573,17.4,0.02540000000000002,55.5,0.016570599999999998
193,4916.982698977161,7.3,0.2286,71.3,0.010440399999999999
194,865.9374133467209,6.7,0.1016,39.6,0.00578076
195,1021.8280122077128,9.9,0.1524,39.6,0.0233328
196,2445.4774609506603,15.4,0.0508,71.3,0.0264269
197,1545.9099218968308,7.3,0.2286,39.6,0.0123481
198,4858.03320384897,9.9,0.1524,71.3,0.019300099999999997
199,7500.554002694775,9.5,0.02540000000000002,71.3,0.004206539999999999
200,9051.662913791715,0.0,0.3048,39.6,0.003101380000000001
201,11852.866744600815,0.0,0.0508,31.7,0.0008121640000000006
202,11658.960314394211,0.0,0.3048,39.6,0.003101380000000001
203,1142.1904064974626,3.3,0.1016,31.7,0.0025143500000000003
204,456.3566897003129,8.9,0.1016,39.6,0.012459600000000001
205,3919.937355251125,0.0,0.1524,71.3,0.001598800000000001
206,2224.3492596379483,9.9,0.1524,71.3,0.019300099999999997
207,4917.777191298117,9.9,0.1524,55.5,0.0208438
208,200.0,17.4,0.02540000000000002,39.6,0.0172206
209,798.6970815347713,6.7,0.1016,31.7,0.00592927
210,1671.007025599906,2.7,0.1524,71.3,0.0024385099999999996
211,805.9048487903947,5.4,0.1524,39.6,0.00485029
212,1217.519941145394,6.7,0.1016,31.7,0.00592927
213,10783.62530974043,17.4,0.02540000000000002,71.3,0.016104
214,2180.729903121118,9.9,0.1524,31.7,0.025278500000000002
215,4471.575209060549,0.0,0.3048,39.6,0.003101380000000001
216,610.8664227883296,19.7,0.0508,39.6,0.036483999999999996
217,5512.847032506181,0.0,0.02540000000000002,55.5,0.0004122899999999992
218,1197.8796507636748,3.3,0.1016,39.6,0.0024513799999999995
219,426.1420837983824,9.9,0.1524,39.6,0.0233328
220,2530.837230243495,3.3,0.1016,39.6,0.0024513799999999995
221,912.2520481448796,1.5,0.3048,39.6,0.0039210700000000005
222,1328.0278734985498,0.0,0.1524,55.5,0.0017266799999999995
223,2617.498169263744,2.0,0.2286,71.3,0.00293031
224,1190.3107811947787,11.2,0.0508,71.3,0.014072
225,859.0405508272052,2.0,0.2286,31.7,0.003723709999999999
226,3932.819693613532,2.0,0.2286,39.6,0.00346574
227,2692.258980478275,17.4,0.02540000000000002,71.3,0.016104
228,1983.1149045407076,12.3,0.1016,71.3,0.033779199999999995
229,2720.5536585902005,0.0,0.1524,71.3,0.001598800000000001
230,1661.8110226750578,4.2,0.0508,39.6,0.0015268899999999995
231,1480.9555145409222,9.5,0.02540000000000002,31.7,0.0046137700000000005
232,9067.913703408016,0.0,0.1524,55.5,0.0017266799999999995
233,849.1241430491264,12.6,0.1524,71.3,0.0483159
234,745.7479494628606,7.3,0.2286,71.3,0.010440399999999999
235,2681.9772910568386,4.0,0.2286,55.5,0.004286199999999999
236,2421.464448331395,9.5,0.02540000000000002,31.7,0.0046137700000000005
237,4575.709430818659,0.0,0.0508,71.3,0.0007404779999999993
238,1354.8239035906595,17.4,0.02540000000000002,39.6,0.0172206
239,1593.5410993149007,7.3,0.2286,31.7,0.0132672
240,15931.139216548061,12.6,0.1524,39.6,0.058411300000000006
241,11849.933110124373,0.0,0.3048,71.3,0.00266337
242,4387.537921546247,3.0,0.3048,31.7,0.00529514
243,1591.393733434845,5.4,0.1524,71.3,0.004011990000000001
244,684.4243491986244,4.0,0.2286,31.7,0.00509068
245,1475.2285587043286,0.0,0.1016,39.6,0.0014633200000000006
246,20000.0,22.2,0.02540000000000002,39.6,0.022902799999999997
247,7201.366620013479,0.0,0.1524,55.5,0.0017266799999999995
248,6986.401130032935,5.3,0.2286,71.3,0.0051942
249,2227.310096350465,4.0,0.2286,31.7,0.00509068
250,3476.1004619852183,0.0,0.02540000000000002,39.6,0.00042846399999999993
251,10280.232848351,0.0,0.0508,71.3,0.0007404779999999993
252,2356.9252749264297,3.3,0.1016,55.5,0.0022109999999999994
253,682.8348312523649,3.0,0.3048,31.7,0.00529514
254,6601.485742892182,0.0,0.1016,39.6,0.0014633200000000006
255,3225.3312704214795,0.0,0.2286,55.5,0.0022933599999999995
256,2406.347592618007,0.0,0.3048,71.3,0.00266337
257,11333.85551829058,4.8,0.02540000000000002,71.3,0.0008486329999999997
258,623.102567298738,15.4,0.0508,39.6,0.0282593
259,9576.73243532267,4.0,0.2286,71.3,0.00400603
260,1196.4923408760746,3.3,0.1016,39.6,0.0024513799999999995
261,3231.675002790127,0.0,0.3048,39.6,0.003101380000000001
262,2312.0094055153404,9.9,0.1524,55.5,0.0208438
263,200.0,12.3,0.1016,55.5,0.0368233
264,1020.6476450137841,2.7,0.1524,39.6,0.002948039999999999
265,1017.9864804943034,4.0,0.2286,71.3,0.00400603
266,6203.5574672827615,7.3,0.2286,55.5,0.011170600000000001
267,1124.1190691057595,5.3,0.2286,39.6,0.00614329
268,9300.593287725455,4.8,0.02540000000000002,71.3,0.0008486329999999997
269,3450.055636586676,5.3,0.2286,39.6,0.00614329
270,2090.701642303548,12.3,0.1016,71.3,0.033779199999999995
271,1626.9965616732034,15.4,0.0508,39.6,0.0282593
272,845.1113667687173,8.9,0.1016,71.3,0.0103088
273,10492.349327723337,2.7,0.1524,71.3,0.0024385099999999996
274,6293.82078648579,22.2,0.02540000000000002,71.3,0.0214178
275,1399.3333432003926,5.3,0.2286,71.3,0.0051942
276,6697.728074322969,0.0,0.1016,31.7,0.0015009199999999993
277,3096.422587528809,0.0,0.0508,31.7,0.0008121640000000006
278,3072.2383096364297,8.9,0.1016,71.3,0.0103088
279,2195.690589265623,0.0,0.1524,71.3,0.001598800000000001
280,17794.01426881246,12.6,0.1524,71.3,0.0483159
281,1090.6135403535436,7.3,0.2286,55.5,0.011170600000000001
282,2428.823905154998,12.7,0.02540000000000002,39.6,0.013025299999999998
283,1082.2271156507495,5.4,0.1524,71.3,0.004011990000000001
284,3012.188720081464,11.2,0.0508,71.3,0.014072
285,2407.0051168553273,0.0,0.2286,39.6,0.00253511
286,1441.1308676963813,3.3,0.1016,71.3,0.0020282200000000007
287,20000.0,1.5,0.3048,39.6,0.0039210700000000005
288,456.5815653616078,8.9,0.1016,39.6,0.012459600000000001
289,2322.1760335068197,2.0,0.2286,71.3,0.00293031
290,1765.1165753780485,0.0,0.1524,71.3,0.001598800000000001
291,1579.562369098365,7.3,0.2286,71.3,0.010440399999999999
292,9702.746334781012,4.8,0.02540000000000002,39.6,0.0009074749999999996
293,1685.0110762583554,2.0,0.2286,39.6,0.00346574
294,1067.5783326469782,3.0,0.3048,39.6,0.00495741
295,2011.507868855756,2.0,0.2286,31.7,0.003723709999999999
296,10844.454881622958,15.6,0.1016,39.6,0.0528487
297,8578.841657325658,4.0,0.2286,71.3,0.00400603
298,4668.821794386752,4.0,0.3048,71.3,0.00497773
299,1020.6618609144962,2.7,0.1524,39.6,0.002948039999999999
300,1016.9282164566644,12.6,0.1524,71.3,0.0483159
301,2263.424772447479,7.3,0.2286,31.7,0.0132672
302,3808.4383798254084,5.3,0.2286,71.3,0.0051942
303,20000.0,19.7,0.0508,71.3,0.034118300000000004
304,6055.0883110384075,12.3,0.1016,31.7,0.0418756
305,3672.780787932203,4.0,0.2286,39.6,0.00473801
306,12186.721857298486,0.0,0.1016,31.7,0.0015009199999999993
307,5722.017454381894,0.0,0.02540000000000002,55.5,0.0004122899999999992
308,4946.98115238732,1.5,0.3048,39.6,0.0039210700000000005
309,1186.9297809565885,12.3,0.1016,71.3,0.033779199999999995
310,1534.2262060865608,5.4,0.1524,31.7,0.00525474
311,2135.8127399493337,1.5,0.3048,39.6,0.0039210700000000005
312,9764.655155745073,3.3,0.1016,71.3,0.0020282200000000007
313,2345.5926935020766,2.7,0.1524,71.3,0.0024385099999999996
314,2557.8263430161524,17.4,0.02540000000000002,71.3,0.016104
315,2125.827767131384,9.9,0.1524,39.6,0.0233328
316,12032.320449614963,12.7,0.02540000000000002,39.6,0.013025299999999998
317,1942.3776016187985,0.0,0.2286,71.3,0.00214345
318,1826.9408033116044,19.7,0.0508,39.6,0.036483999999999996
319,1327.9186948036795,0.0,0.1524,55.5,0.0017266799999999995
320,5432.6467141718485,2.7,0.1524,71.3,0.0024385099999999996
321,2704.462049934802,9.9,0.1524,71.3,0.019300099999999997
322,9733.668384301374,0.0,0.02540000000000002,55.5,0.0004122899999999992
323,4632.29431279802,6.7,0.1016,71.3,0.00478288
324,200.0,15.6,0.1016,39.6,0.0528487
325,504.47183733383326,7.3,0.2286,31.7,0.0132672
326,8631.265584788029,0.0,0.3048,71.3,0.00266337
327,2352.9440875614487,17.4,0.02540000000000002,55.5,0.016570599999999998
328,1295.3569688414727,9.5,0.02540000000000002,39.6,0.00449821
329,1622.3766290092578,5.4,0.1524,71.3,0.004011990000000001
330,4881.648521590595,5.4,0.1524,39.6,0.00485029
331,1323.9223480941848,3.3,0.1016,55.5,0.0022109999999999994
332,1757.0553051053846,4.0,0.2286,39.6,0.00473801
333,610.1508262269845,19.7,0.0508,39.6,0.036483999999999996
334,767.6650436430218,4.0,0.2286,39.6,0.00473801
335,7535.322958009247,2.7,0.1524,39.6,0.002948039999999999
336,14266.384054795828,9.5,0.02540000000000002,31.7,0.0046137700000000005
337,6906.238035415112,17.4,0.02540000000000002,31.7,0.017663099999999998
338,8547.141775812379,3.3,0.1016,39.6,0.0024513799999999995
339,7597.32178863257,0.0,0.3048,55.5,0.0028308099999999996
340,6709.334773307837,0.0,0.3048,55.5,0.0028308099999999996
341,5028.529864808626,7.2,0.1524,39.6,0.00909175
342,1179.597137131853,6.7,0.1016,71.3,0.00478288
343,763.9621759234251,3.0,0.3048,39.6,0.00495741
344,1281.4990243086033,17.4,0.02540000000000002,31.7,0.017663099999999998
345,200.0,12.3,0.1016,55.5,0.0368233
346,6047.601244909332,5.4,0.1524,71.3,0.004011990000000001
347,2372.010503565859,11.2,0.0508,71.3,0.014072
348,19242.388350234098,4.8,0.02540000000000002,39.6,0.0009074749999999996
349,2241.186320523527,3.0,0.3048,55.5,0.00452492
350,1816.3976376872977,2.7,0.1524,71.3,0.0024385099999999996
351,1940.4886078476088,8.4,0.0508,31.7,0.00580776
352,5103.855394865709,0.0,0.2286,39.6,0.00253511
353,1001.9034844584532,3.0,0.3048,31.7,0.00529514
354,3578.968961794109,0.0,0.1524,39.6,0.0019328699999999997
355,10356.671700161474,0.0,0.02540000000000002,39.6,0.00042846399999999993
356,387.90347391901105,9.9,0.1524,55.5,0.0208438
357,4313.080458707641,8.4,0.0508,39.6,0.00566229
358,2025.7628801321994,8.9,0.1016,71.3,0.0103088
359,1254.515651414197,2.0,0.2286,31.7,0.003723709999999999
360,1190.342520713317,11.2,0.0508,71.3,0.014072
361,1807.312852562651,5.3,0.2286,71.3,0.0051942
362,2490.8720977253815,0.0,0.1016,55.5,0.0013198299999999993
363,13324.890928283083,0.0,0.02540000000000002,71.3,0.00040068199999999943
364,3027.784101071003,11.2,0.0508,71.3,0.014072
365,3880.226651594652,2.0,0.2286,39.6,0.00346574
366,2943.193939023729,12.3,0.1016,71.3,0.033779199999999995
367,2612.9292172854134,12.7,0.02540000000000002,71.3,0.012180799999999999
368,1475.9616314452333,0.0,0.1016,39.6,0.0014633200000000006
369,2127.2106074863677,0.0,0.3048,39.6,0.003101380000000001
370,9280.295298458503,17.4,0.02540000000000002,55.5,0.016570599999999998
371,6118.846218786077,3.3,0.1016,31.7,0.0025143500000000003
372,2180.5926088169076,4.0,0.2286,55.5,0.004286199999999999
