,Frequency,Angle_of_Attack(prediction),Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,500.0,1.907229208883984,0.2286,71.3,0.010440399999999999
1,500.0,2.056458838231479,0.2286,71.3,0.010440399999999999
2,500.0,2.160919578774725,0.2286,71.3,0.010440399999999999
3,500.0,2.2340420971549975,0.2286,71.3,0.010440399999999999
4,500.0,2.2852278600211875,0.2286,71.3,0.010440399999999999
5,500.0,2.321057894027521,0.2286,71.3,0.010440399999999999
6,500.0,2.3461389178319543,0.2286,71.3,0.010440399999999999
7,500.0,2.3636956344950573,0.2286,71.3,0.010440399999999999
8,500.0,2.3759853361592302,0.2286,71.3,0.010440399999999999
9,500.0,2.3845881273241503,0.2286,71.3,0.010440399999999999
10,500.0,2.3906100811395943,0.2286,71.3,0.010440399999999999
11,500.0,2.3948254488104057,0.2286,71.3,0.010440399999999999
12,500.0,2.397776206179974,0.2286,71.3,0.010440399999999999
13,500.0,2.3998417363386713,0.2286,71.3,0.010440399999999999
14,500.0,2.401287607449759,0.2286,71.3,0.010440399999999999
15,500.0,2.402299717227521,0.2286,71.3,0.010440399999999999
16,500.0,2.4030081940719548,0.2286,71.3,0.010440399999999999
17,500.0,2.403504127863058,0.2286,71.3,0.010440399999999999
18,500.0,2.40385128151683,0.2286,71.3,0.010440399999999999
19,500.0,2.4040942890744708,0.2286,71.3,0.010440399999999999
20,500.0,2.4040942890744708,0.2286,71.3,0.010440399999999999
21,500.0,3.2332104558121313,0.2286,71.3,0.010440399999999999
22,500.0,2.784067868091248,0.2286,71.3,0.010440399999999999
23,500.0,2.784067868091248,0.2286,71.3,0.010440399999999999
24,500.0,2.784067868091248,0.2286,71.3,0.010440399999999999
25,500.0,2.8026520567943587,0.2286,71.3,0.010440399999999999
26,500.0,2.8984407990435206,0.2286,71.3,0.010440399999999999
27,500.0,3.0404798661560277,0.2286,71.3,0.010440399999999999
28,500.0,2.9848970499645353,0.2286,71.3,0.010440399999999999
29,500.0,2.9848970499645353,0.2286,71.3,0.010440399999999999
30,500.0,2.9848970499645353,0.2286,71.3,0.010440399999999999
31,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
32,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
33,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
34,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
35,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
36,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
37,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
38,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
39,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
40,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
41,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
42,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
43,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
44,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
45,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
46,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
47,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
48,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
49,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
50,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
51,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
52,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
53,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
54,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
55,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
56,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
57,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
58,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
59,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
60,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
61,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
62,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
63,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
64,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
65,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
66,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
67,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
68,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
69,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
70,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
71,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
72,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
73,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
74,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
75,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
76,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
77,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
78,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
79,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
80,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
81,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
82,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
83,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
84,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
85,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
86,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
87,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
88,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
89,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
90,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
91,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
92,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
93,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
94,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
95,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
96,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
97,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
98,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
99,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
100,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
101,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
102,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
103,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
104,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
105,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
106,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
107,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
108,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
109,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
110,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
111,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
112,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
113,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
114,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
115,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
116,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
117,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
118,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
119,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
120,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
121,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
122,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
123,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
124,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
125,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
126,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
127,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
128,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
129,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
130,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
131,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
132,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
133,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
134,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
135,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
136,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
137,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
138,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
139,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
140,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
141,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
142,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
143,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
144,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
145,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
146,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
147,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
148,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
149,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
150,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
151,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
152,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
153,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
154,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
155,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
156,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
157,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
158,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
159,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
160,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
161,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
162,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
163,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
164,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
165,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
166,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
167,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
168,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
169,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
170,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
171,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
172,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
173,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
174,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
175,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
176,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
177,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
178,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
179,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
180,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
181,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
182,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
183,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
184,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
185,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
186,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
187,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
188,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
189,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
190,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
191,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
192,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
193,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
194,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
195,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
196,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
197,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
198,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
199,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
200,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
201,500.0,2.9970993061209867,0.2286,71.3,0.010440399999999999
