,Frequency,Angle_of_Attack(prediction),Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,4000.0,2.3029834393503865,0.0508,71.3,0.0014278799999999994
1,999.9999999999998,5.20426392023897,0.1016,71.3,0.0020282200000000007
2,200.0,8.401621494207527,0.2286,31.7,0.0132672
3,2500.0,0.5234021905996382,0.2286,71.3,0.00293031
4,4000.0,6.961380947060858,0.02540000000000002,71.3,0.0008486329999999997
5,2000.0,0.0,0.1524,39.6,0.002948039999999999
6,500.0,0.1535412797321971,0.2286,39.6,0.00614329
7,2000.0,9.666729363081277,0.0508,55.5,0.0271925
8,800.0,13.338454536210918,0.0508,71.3,0.0264269
9,2000.0,4.84265840604481,0.02540000000000002,71.3,0.004206539999999999
10,3150.0,0.0,0.1524,71.3,0.001598800000000001
11,800.0,4.989055189203112,0.02540000000000002,31.7,0.017663099999999998
12,3150.0,10.614042359009439,0.0508,39.6,0.0282593
13,2000.0,18.659792596167577,0.1016,39.6,0.00578076
14,800.0,4.675180008500513,0.1524,71.3,0.00752039
15,6300.0,6.310657353657444,0.2286,39.6,0.0123481
16,2000.0,5.573846672626215,0.1524,31.7,0.00525474
17,20000.0,12.676120503501568,0.02540000000000002,55.5,0.0004122899999999992
18,3150.0,13.235054259600432,0.0508,39.6,0.015047799999999998
19,800.0,11.478500234197227,0.2286,31.7,0.0132672
20,500.0,10.959277404347688,0.0508,39.6,0.036483999999999996
21,16000.0,22.2,0.02540000000000002,31.7,0.0004394719999999998
22,1250.0,7.318075243000768,0.2286,71.3,0.00214345
23,315.0,12.288214462101813,0.1016,39.6,0.0528487
24,500.0,11.007144139022163,0.0508,71.3,0.014072
25,3150.0,10.77241463502184,0.0508,71.3,0.0264269
26,16000.0,0.0,0.02540000000000002,55.5,0.0008732180000000003
27,999.9999999999998,13.028205733318972,0.2286,71.3,0.010440399999999999
28,5000.0,3.9977771192890925,0.2286,39.6,0.00614329
29,500.0,0.0,0.3048,39.6,0.00579636
30,250.0,12.70874330215959,0.1016,71.3,0.033779199999999995
31,200.0,17.237106807464336,0.0508,71.3,0.0264269
32,1250.0,12.920512410068703,0.0508,71.3,0.0264269
33,630.0,2.910247884340178,0.1016,55.5,0.0022109999999999994
34,1600.0,3.1998013313255127,0.1016,71.3,0.0012107200000000002
35,3150.0,0.0,0.1016,39.6,0.0024513799999999995
36,250.0,9.333679010377507,0.1524,71.3,0.019300099999999997
37,1600.0,4.806950062737111,0.2286,55.5,0.003135249999999999
38,1600.0,18.75447566566575,0.1524,31.7,0.025278500000000002
39,1600.0,1.943988961059322,0.1524,55.5,0.00433288
40,999.9999999999998,0.7340681838956629,0.1524,31.7,0.00209405
41,4000.0,4.821776774472958,0.2286,39.6,0.00614329
42,1600.0,17.071201035767622,0.02540000000000002,39.6,0.0009074749999999996
43,10000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
44,4000.0,0.6048051052959851,0.3048,39.6,0.003101380000000001
45,1250.0,6.647548074833459,0.3048,71.3,0.00266337
46,5000.0,1.0465060861168363,0.3048,31.7,0.0033126600000000003
47,5000.0,10.133318327400508,0.1524,71.3,0.019300099999999997
48,1600.0,5.812017833184988,0.2286,39.6,0.00614329
49,2500.0,11.77749167055573,0.1016,55.5,0.0368233
50,250.0,19.28017770178476,0.0508,39.6,0.0282593
51,5000.0,0.0,0.02540000000000002,31.7,0.0004394719999999998
52,3150.0,1.9884023174203307,0.3048,39.6,0.00579636
53,1600.0,9.252808201393487,0.0508,39.6,0.0015268899999999995
54,500.0,5.9307833029180825,0.1524,39.6,0.00909175
55,400.0,0.0,0.2286,39.6,0.00253511
56,630.0,17.22099269737999,0.02540000000000002,71.3,0.016104
57,800.0,9.185914940023512,0.1524,39.6,0.0233328
58,2500.0,4.069392624014311,0.0508,71.3,0.00529514
59,315.0,16.096380447078197,0.0508,71.3,0.0264269
60,1600.0,0.0,0.3048,55.5,0.0028308099999999996
61,5000.0,11.110321917274295,0.1016,71.3,0.033779199999999995
62,5000.0,6.600507023427694,0.2286,39.6,0.0123481
63,315.0,0.0,0.3048,71.3,0.00497773
64,500.0,6.382907963426404,0.2286,71.3,0.00400603
65,4000.0,18.652120746272793,0.0508,39.6,0.036483999999999996
66,2500.0,10.087565653541422,0.0508,71.3,0.0014278799999999994
67,3150.0,12.667116813441346,0.1016,71.3,0.0437259
68,3150.0,4.177962424524631,0.2286,39.6,0.00614329
69,1250.0,9.676944832351731,0.1016,39.6,0.04082680000000001
70,3150.0,2.663948480127572,0.02540000000000002,71.3,0.00040068199999999943
71,500.0,5.260391393816872,0.1016,55.5,0.0368233
72,800.0,5.783592907431079,0.1524,55.5,0.0017266799999999995
73,500.0,8.789247062332693,0.1524,31.7,0.025278500000000002
74,800.0,22.2,0.0508,71.3,0.034118300000000004
75,500.0,6.521713455468899,0.2286,55.5,0.011170600000000001
76,800.0,0.9277792141565433,0.2286,55.5,0.0022933599999999995
77,999.9999999999998,12.66594796325549,0.0508,71.3,0.0264269
78,3150.0,6.211849174615559,0.1524,39.6,0.00485029
79,800.0,0.0,0.2286,31.7,0.0027238
80,3150.0,8.489140397220153,0.02540000000000002,55.5,0.0008732180000000003
81,1250.0,9.212075112088367,0.0508,39.6,0.00566229
82,1600.0,8.154685903724857,0.1016,39.6,0.00578076
83,2000.0,3.413165418461431,0.3048,55.5,0.00452492
84,500.0,8.764789090160487,0.1524,71.3,0.004011990000000001
85,10000.0,0.0,0.02540000000000002,39.6,0.00042846399999999993
86,1250.0,6.283974782828882,0.3048,71.3,0.00425727
87,6300.0,0.0,0.1016,55.5,0.0013198299999999993
88,2500.0,7.754987781636263,0.1524,71.3,0.00752039
89,4000.0,9.891836100440779,0.1524,39.6,0.0233328
90,2500.0,6.823096783145534,0.2286,55.5,0.011170600000000001
91,630.0,18.453928711604178,0.0508,39.6,0.036483999999999996
92,1600.0,20.817909994640367,0.1016,39.6,0.012459600000000001
93,8000.0,18.199035282775913,0.02540000000000002,71.3,0.012180799999999999
94,4000.0,0.3388445046167714,0.1016,31.7,0.0015009199999999993
95,1250.0,15.608362903837275,0.1524,31.7,0.025278500000000002
96,999.9999999999998,8.838844877336143,0.02540000000000002,31.7,0.0009307889999999996
97,800.0,4.03520764654594,0.1524,39.6,0.00909175
98,999.9999999999998,16.769295573478995,0.0508,39.6,0.036483999999999996
99,4000.0,1.9781651371231366,0.2286,55.5,0.003135249999999999
100,2500.0,1.6123567344386718,0.3048,31.7,0.00529514
101,630.0,3.085656578589585,0.1016,39.6,0.00578076
102,6300.0,11.267678343901515,0.1524,55.5,0.0208438
103,2500.0,7.08530556383816,0.2286,31.7,0.0132672
104,500.0,0.0,0.3048,31.7,0.00529514
105,2000.0,8.551514268969736,0.1524,31.7,0.025278500000000002
106,2500.0,0.0,0.1016,31.7,0.0025143500000000003
107,6300.0,2.9305061819020746,0.2286,55.5,0.004286199999999999
108,3150.0,8.35704259506552,0.1016,39.6,0.012459600000000001
109,630.0,0.0,0.3048,39.6,0.00579636
110,3150.0,13.373619634773606,0.1524,39.6,0.00909175
111,6300.0,7.633026338895211,0.1524,71.3,0.004011990000000001
112,500.0,15.22190597857208,0.0508,39.6,0.0282593
113,500.0,3.2330737180496527,0.02540000000000002,31.7,0.0046137700000000005
114,1250.0,8.849164517646686,0.2286,55.5,0.011170600000000001
115,8000.0,0.0,0.1524,39.6,0.0019328699999999997
116,5000.0,0.5197314219622076,0.1524,71.3,0.001598800000000001
117,500.0,7.644751292935942,0.0508,39.6,0.015047799999999998
118,12500.0,3.429615245668902,0.1524,71.3,0.0024385099999999996
119,1600.0,17.915239356943406,0.1524,55.5,0.0208438
120,3150.0,5.89509865332814,0.1524,31.7,0.00525474
121,6300.0,1.1291402528896581,0.2286,71.3,0.00214345
122,1250.0,8.085933580078535,0.1524,71.3,0.00752039
123,1250.0,7.482557036716434,0.2286,71.3,0.00293031
124,1250.0,15.533979934884345,0.1524,39.6,0.058411300000000006
125,1600.0,2.6939664840405815,0.3048,39.6,0.00579636
126,400.0,10.3303461866048,0.1524,39.6,0.0233328
127,315.0,3.8149077296771257,0.3048,31.7,0.00529514
128,2500.0,11.032708918066056,0.0508,31.7,0.028985300000000002
129,1600.0,0.0,0.1524,39.6,0.0019328699999999997
130,630.0,17.78218994186474,0.02540000000000002,55.5,0.016570599999999998
131,4000.0,9.888189624230133,0.1524,31.7,0.025278500000000002
132,1600.0,0.0,0.2286,39.6,0.00253511
133,1250.0,7.924624542018082,0.02540000000000002,31.7,0.0046137700000000005
134,3150.0,4.799207198613868,0.02540000000000002,39.6,0.0009074749999999996
135,4000.0,21.205059233764736,0.0508,71.3,0.034118300000000004
136,5000.0,0.0,0.0508,71.3,0.0007404779999999993
137,6300.0,4.041753765880301,0.1524,39.6,0.00485029
138,8000.0,1.0655327580491285,0.3048,39.6,0.0039210700000000005
139,2500.0,8.4681044623095,0.0508,39.6,0.00566229
140,250.0,10.832602671499478,0.1524,71.3,0.0483159
141,5000.0,0.0,0.02540000000000002,39.6,0.0009074749999999996
142,630.0,1.8994814520315844,0.1524,31.7,0.00209405
143,999.9999999999998,1.5791834933857007,0.3048,55.5,0.0028308099999999996
144,630.0,10.654814679846917,0.0508,55.5,0.00544854
145,999.9999999999998,9.890023914214531,0.1016,39.6,0.04082680000000001
146,500.0,6.717133569400527,0.2286,39.6,0.0123481
147,8000.0,5.111869080103581,0.1524,55.5,0.00433288
148,5000.0,5.264225247530357,0.02540000000000002,71.3,0.0008486329999999997
149,8000.0,8.1043775415223,0.1524,71.3,0.00752039
150,630.0,13.327789805578973,0.1524,71.3,0.019300099999999997
151,2500.0,6.20336631905426,0.0508,55.5,0.00544854
152,2000.0,5.111372374575289,0.1524,71.3,0.00752039
153,315.0,8.124866755493569,0.1016,31.7,0.00592927
154,5000.0,10.270155255035789,0.02540000000000002,71.3,0.012180799999999999
155,12500.0,0.1942892208808935,0.1524,71.3,0.001598800000000001
156,2500.0,8.936336014581855,0.02540000000000002,39.6,0.013025299999999998
157,1250.0,1.1920321820569697,0.3048,31.7,0.0033126600000000003
158,1250.0,0.0,0.2286,39.6,0.00253511
159,400.0,4.77254527351937,0.2286,31.7,0.00509068
160,400.0,10.177971310864915,0.1524,55.5,0.0208438
161,999.9999999999998,5.662426091737349,0.0508,71.3,0.0007404779999999993
162,999.9999999999998,1.4832876107983362,0.2286,55.5,0.004286199999999999
163,3150.0,12.294351781324746,0.02540000000000002,39.6,0.0172206
164,2500.0,2.11629114940959,0.3048,39.6,0.00495741
165,2500.0,11.157697631027848,0.02540000000000002,71.3,0.00040068199999999943
166,8000.0,3.427970488125904,0.2286,71.3,0.00293031
167,200.0,14.592508959403053,0.0508,39.6,0.036483999999999996
168,4000.0,1.889181902535677,0.2286,71.3,0.00293031
169,500.0,4.3512345492568425,0.1524,39.6,0.00485029
170,3150.0,0.9152089840278359,0.3048,31.7,0.0033126600000000003
171,630.0,14.872062037709055,0.0508,71.3,0.0264269
172,2500.0,4.717069532414276,0.02540000000000002,31.7,0.0004394719999999998
173,500.0,4.901463563470433,0.2286,39.6,0.00473801
174,2000.0,10.355512185935357,0.0508,39.6,0.0282593
175,800.0,2.233520718575826,0.1016,31.7,0.0025143500000000003
176,4000.0,0.0,0.0508,31.7,0.0008121640000000006
177,315.0,6.447662208732635,0.2286,31.7,0.0132672
178,1600.0,2.4292357577918997,0.3048,31.7,0.00529514
179,10000.0,0.0,0.3048,55.5,0.0028308099999999996
180,315.0,11.711368687201473,0.1524,71.3,0.0483159
181,250.0,5.7229863404746,0.1016,55.5,0.0368233
182,4000.0,0.0,0.1016,39.6,0.0014633200000000006
183,400.0,6.0112254351672965,0.02540000000000002,39.6,0.00449821
184,2500.0,6.237581913155217,0.02540000000000002,55.5,0.004328399999999999
185,500.0,7.081140043758268,0.1016,71.3,0.033779199999999995
186,999.9999999999998,7.897137508668459,0.02540000000000002,55.5,0.004328399999999999
187,3150.0,14.320759711613967,0.02540000000000002,71.3,0.016104
188,1250.0,7.492790397146975,0.3048,71.3,0.00336729
189,10000.0,4.183298940941986,0.3048,71.3,0.00425727
190,2000.0,0.0,0.3048,55.5,0.0028308099999999996
191,4000.0,2.521421887269378,0.1016,71.3,0.0020282200000000007
192,1600.0,19.227210365832235,0.02540000000000002,55.5,0.016570599999999998
193,5000.0,7.204712788139439,0.2286,71.3,0.010440399999999999
194,999.9999999999998,3.477977544008434,0.1016,39.6,0.00578076
195,999.9999999999998,10.14612029547318,0.1524,39.6,0.0233328
196,4000.0,12.034065206313988,0.0508,71.3,0.0264269
197,1600.0,21.84639034778459,0.2286,39.6,0.0123481
198,4000.0,10.950336717254352,0.1524,71.3,0.019300099999999997
199,800.0,5.92795608207867,0.02540000000000002,71.3,0.004206539999999999
200,10000.0,0.0,0.3048,39.6,0.003101380000000001
201,10000.0,2.237707929600993,0.0508,31.7,0.0008121640000000006
202,12500.0,0.0,0.3048,39.6,0.003101380000000001
203,999.9999999999998,2.3996364334568137,0.1016,31.7,0.0025143500000000003
204,400.0,3.4619933772959746,0.1016,39.6,0.012459600000000001
205,999.9999999999998,9.093103262268771,0.1524,71.3,0.001598800000000001
206,1600.0,17.93589176841097,0.1524,71.3,0.019300099999999997
207,4000.0,11.01868336222198,0.1524,55.5,0.0208438
208,400.0,22.2,0.02540000000000002,39.6,0.0172206
209,630.0,2.5742144966152685,0.1016,31.7,0.00592927
210,1600.0,6.877263618046581,0.1524,71.3,0.0024385099999999996
211,999.9999999999998,4.406902164568704,0.1524,39.6,0.00485029
212,1250.0,6.436280863990886,0.1016,31.7,0.00592927
213,6300.0,19.997525792812155,0.02540000000000002,71.3,0.016104
214,2500.0,9.008733608031262,0.1524,31.7,0.025278500000000002
215,250.0,0.0,0.3048,39.6,0.003101380000000001
216,315.0,9.883283536429236,0.0508,39.6,0.036483999999999996
217,8000.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
218,1250.0,3.0530253197800503,0.1016,39.6,0.0024513799999999995
219,315.0,10.571076205176267,0.1524,39.6,0.0233328
220,630.0,2.26366217520982,0.1016,39.6,0.0024513799999999995
221,800.0,0.0,0.3048,39.6,0.0039210700000000005
222,2000.0,0.0,0.1524,55.5,0.0017266799999999995
223,3150.0,0.3617151552731759,0.2286,71.3,0.00293031
224,800.0,7.413256739109832,0.0508,71.3,0.014072
225,630.0,0.0,0.2286,31.7,0.003723709999999999
226,315.0,5.868955818684355,0.2286,39.6,0.00346574
227,999.9999999999998,18.44574229987991,0.02540000000000002,71.3,0.016104
228,2500.0,10.66603777011549,0.1016,71.3,0.033779199999999995
229,2500.0,1.9695658093902182,0.1524,71.3,0.001598800000000001
230,2000.0,2.016124354653969,0.0508,39.6,0.0015268899999999995
231,800.0,4.184351308926985,0.02540000000000002,31.7,0.0046137700000000005
232,500.0,6.632781287448217,0.1524,55.5,0.0017266799999999995
233,800.0,13.106571605625017,0.1524,71.3,0.0483159
234,630.0,7.892236694254308,0.2286,71.3,0.010440399999999999
235,3150.0,3.020839598227399,0.2286,55.5,0.004286199999999999
236,3150.0,8.19544960902727,0.02540000000000002,31.7,0.0046137700000000005
237,3150.0,1.7654674658712324,0.0508,71.3,0.0007404779999999993
238,1600.0,21.23111635291403,0.02540000000000002,39.6,0.0172206
239,1600.0,18.71638480183612,0.2286,31.7,0.0132672
240,4000.0,22.2,0.1524,39.6,0.058411300000000006
241,12500.0,0.0,0.3048,71.3,0.00266337
242,5000.0,2.3034555071881977,0.3048,31.7,0.00529514
243,800.0,7.3764021885247715,0.1524,71.3,0.004011990000000001
244,500.0,1.7563730597999303,0.2286,31.7,0.00509068
245,999.9999999999998,2.9543504565618632,0.1016,39.6,0.0014633200000000006
246,1600.0,16.604560056221352,0.02540000000000002,39.6,0.022902799999999997
247,6300.0,1.0197479466701571,0.1524,55.5,0.0017266799999999995
248,8000.0,4.168903859485719,0.2286,71.3,0.0051942
249,2500.0,3.2691584151817707,0.2286,31.7,0.00509068
250,4000.0,0.5294140893886148,0.02540000000000002,39.6,0.00042846399999999993
251,8000.0,2.838183831568524,0.0508,71.3,0.0007404779999999993
252,800.0,3.6776681318791176,0.1016,55.5,0.0022109999999999994
253,630.0,0.0,0.3048,31.7,0.00529514
254,630.0,1.9297260594598402,0.1016,39.6,0.0014633200000000006
255,3150.0,0.12800243303040038,0.2286,55.5,0.0022933599999999995
256,800.0,2.9520608107328425,0.3048,71.3,0.00266337
257,12500.0,3.387228692363547,0.02540000000000002,71.3,0.0008486329999999997
258,1250.0,10.423158480339936,0.0508,39.6,0.0282593
259,8000.0,5.760674810013902,0.2286,71.3,0.00400603
260,2000.0,0.0,0.1016,39.6,0.0024513799999999995
261,2500.0,1.1884917066126253,0.3048,39.6,0.003101380000000001
262,2500.0,9.300580920324716,0.1524,55.5,0.0208438
263,200.0,1.7654039203593763,0.1016,55.5,0.0368233
264,1250.0,1.2107706019152111,0.1524,39.6,0.002948039999999999
265,999.9999999999998,3.8318525680738937,0.2286,71.3,0.00400603
266,6300.0,7.191972334277095,0.2286,55.5,0.011170600000000001
267,250.0,5.648324132285717,0.2286,39.6,0.00614329
268,2500.0,15.042437870681658,0.02540000000000002,71.3,0.0008486329999999997
269,2500.0,21.743793436185275,0.2286,39.6,0.00614329
270,3150.0,9.935819758686872,0.1016,71.3,0.033779199999999995
271,200.0,22.2,0.0508,39.6,0.0282593
272,500.0,5.190749121060367,0.1016,71.3,0.0103088
273,10000.0,3.257223401399005,0.1524,71.3,0.0024385099999999996
274,400.0,20.448934416439133,0.02540000000000002,71.3,0.0214178
275,1600.0,1.6627930936138506,0.2286,71.3,0.0051942
276,6300.0,0.4600680730150435,0.1016,31.7,0.0015009199999999993
277,3150.0,0.0,0.0508,31.7,0.0008121640000000006
278,2000.0,16.163674799547472,0.1016,71.3,0.0103088
279,4000.0,0.0,0.1524,71.3,0.001598800000000001
280,5000.0,22.2,0.1524,71.3,0.0483159
281,800.0,9.66230439986929,0.2286,55.5,0.011170600000000001
282,400.0,11.287518629234254,0.02540000000000002,39.6,0.013025299999999998
283,1250.0,4.874885058386528,0.1524,71.3,0.004011990000000001
284,3150.0,10.906279375528563,0.0508,71.3,0.014072
285,2500.0,0.0,0.2286,39.6,0.00253511
286,1250.0,6.922631589631345,0.1016,71.3,0.0020282200000000007
287,12500.0,17.89250049147747,0.3048,39.6,0.0039210700000000005
288,200.0,5.923893116609493,0.1016,39.6,0.012459600000000001
289,2000.0,4.764590338380811,0.2286,71.3,0.00293031
290,1600.0,8.269706793032356,0.1524,71.3,0.001598800000000001
291,1250.0,10.699958626808169,0.2286,71.3,0.010440399999999999
292,1250.0,13.028816851693989,0.02540000000000002,39.6,0.0009074749999999996
293,1600.0,2.5775016920815137,0.2286,39.6,0.00346574
294,1250.0,1.842552422775495,0.3048,39.6,0.00495741
295,400.0,4.252772492708081,0.2286,31.7,0.003723709999999999
296,4000.0,20.440646615996638,0.1016,39.6,0.0528487
297,12500.0,0.0,0.2286,71.3,0.00400603
298,5000.0,3.62104907385401,0.3048,71.3,0.00497773
299,1600.0,0.0,0.1524,39.6,0.002948039999999999
300,500.0,20.336976770718074,0.1524,71.3,0.0483159
301,2000.0,17.49636073769048,0.2286,31.7,0.0132672
302,4000.0,5.044494868037411,0.2286,71.3,0.0051942
303,999.9999999999998,21.836239677521853,0.0508,71.3,0.034118300000000004
304,2000.0,16.99455977859236,0.1016,31.7,0.0418756
305,5000.0,2.4378516634152154,0.2286,39.6,0.00473801
306,10000.0,2.5585739092461406,0.1016,31.7,0.0015009199999999993
307,6300.0,0.0,0.02540000000000002,55.5,0.0004122899999999992
308,5000.0,1.4403679833774943,0.3048,39.6,0.0039210700000000005
309,1250.0,11.693189763872626,0.1016,71.3,0.033779199999999995
310,315.0,7.161677459625075,0.1524,31.7,0.00525474
311,2000.0,1.9323659456073665,0.3048,39.6,0.0039210700000000005
312,8000.0,5.35318643255634,0.1016,71.3,0.0020282200000000007
313,2500.0,0.5575269641834346,0.1524,71.3,0.0024385099999999996
314,1600.0,22.2,0.02540000000000002,71.3,0.016104
315,2500.0,8.773944255614987,0.1524,39.6,0.0233328
316,10000.0,12.54776067226504,0.02540000000000002,39.6,0.013025299999999998
317,2500.0,0.0,0.2286,71.3,0.00214345
318,800.0,17.46970167228112,0.0508,39.6,0.036483999999999996
319,1600.0,2.1812187482541727,0.1524,55.5,0.0017266799999999995
320,5000.0,3.197630516194286,0.1524,71.3,0.0024385099999999996
