,Frequency,Angle_of_Attack,Chord_length,Free-stream_velocity(prediction),Suction_side_displacement_thickness
0,4000.0,4.2,0.0508,71.3,0.0014278799999999994
1,999.9999999999998,3.3,0.1016,66.7176857558702,0.0020282200000000007
2,200.0,7.3,0.2286,31.7,0.0132672
3,2500.0,2.0,0.2286,71.3,0.00293031
4,4000.0,4.8,0.02540000000000002,57.49818455189002,0.0008486329999999997
5,2000.0,2.7,0.1524,55.2020443115864,0.002948039999999999
6,500.0,5.3,0.2286,70.29835911241426,0.00614329
7,2000.0,15.4,0.0508,71.3,0.0271925
8,800.0,15.4,0.0508,71.3,0.0264269
9,2000.0,9.5,0.02540000000000002,70.11920509559425,0.004206539999999999
10,3150.0,0.0,0.1524,71.3,0.001598800000000001
11,800.0,17.4,0.02540000000000002,71.3,0.017663099999999998
12,3150.0,15.4,0.0508,71.3,0.0282593
13,2000.0,6.7,0.1016,31.7,0.00578076
14,800.0,7.2,0.1524,71.3,0.00752039
15,6300.0,7.3,0.2286,49.260734466669035,0.0123481
16,2000.0,5.4,0.1524,31.7,0.00525474
17,20000.0,0.0,0.02540000000000002,67.09974623365652,0.0004122899999999992
18,3150.0,11.2,0.0508,31.7,0.015047799999999998
19,800.0,7.3,0.2286,31.7,0.0132672
20,500.0,19.7,0.0508,71.3,0.036483999999999996
21,16000.0,0.0,0.02540000000000002,64.55755895288917,0.0004394719999999998
22,1250.0,0.0,0.2286,48.29820274866263,0.00214345
23,315.0,15.6,0.1016,50.8972758159521,0.0528487
24,500.0,11.2,0.0508,71.3,0.014072
25,3150.0,15.4,0.0508,71.3,0.0264269
26,16000.0,4.8,0.02540000000000002,71.3,0.0008732180000000003
27,999.9999999999998,7.3,0.2286,43.01673234566838,0.010440399999999999
28,5000.0,5.3,0.2286,52.36571463860901,0.00614329
29,500.0,4.0,0.3048,71.3,0.00579636
30,250.0,12.3,0.1016,68.28011451284422,0.033779199999999995
31,200.0,15.4,0.0508,31.7,0.0264269
32,1250.0,15.4,0.0508,71.3,0.0264269
33,630.0,3.3,0.1016,38.15412015644969,0.0022109999999999994
34,1600.0,0.0,0.1016,71.3,0.0012107200000000002
35,3150.0,3.3,0.1016,62.76970753584187,0.0024513799999999995
36,250.0,9.9,0.1524,71.3,0.019300099999999997
37,1600.0,2.0,0.2286,44.13935477725111,0.003135249999999999
38,1600.0,9.9,0.1524,31.7,0.025278500000000002
39,1600.0,5.4,0.1524,65.64084597102045,0.00433288
40,999.9999999999998,0.0,0.1524,71.3,0.00209405
41,4000.0,5.3,0.2286,44.22664478324141,0.00614329
42,1600.0,4.8,0.02540000000000002,31.7,0.0009074749999999996
43,10000.0,0.0,0.02540000000000002,68.68768850263206,0.0004122899999999992
44,4000.0,0.0,0.3048,33.658012881635344,0.003101380000000001
45,1250.0,0.0,0.3048,41.35723072287489,0.00266337
46,5000.0,0.0,0.3048,31.7,0.0033126600000000003
47,5000.0,9.9,0.1524,69.12058321591138,0.019300099999999997
48,1600.0,5.3,0.2286,37.02582266574259,0.00614329
49,2500.0,12.3,0.1016,59.589538597065165,0.0368233
50,250.0,15.4,0.0508,31.7,0.0282593
51,5000.0,0.0,0.02540000000000002,71.3,0.0004394719999999998
52,3150.0,4.0,0.3048,58.41319010751601,0.00579636
53,1600.0,4.2,0.0508,31.7,0.0015268899999999995
54,500.0,7.2,0.1524,47.35266238287751,0.00909175
55,400.0,0.0,0.2286,48.80436507238467,0.00253511
56,630.0,17.4,0.02540000000000002,54.613432901911466,0.016104
57,800.0,9.9,0.1524,42.64888509317889,0.0233328
58,2500.0,8.4,0.0508,71.3,0.00529514
59,315.0,15.4,0.0508,56.56691818708832,0.0264269
60,1600.0,0.0,0.3048,56.504180531635555,0.0028308099999999996
61,5000.0,12.3,0.1016,71.3,0.033779199999999995
62,5000.0,7.3,0.2286,46.43207885969045,0.0123481
63,315.0,4.0,0.3048,71.3,0.00497773
64,500.0,4.0,0.2286,44.539660019981675,0.00400603
65,4000.0,19.7,0.0508,31.7,0.036483999999999996
66,2500.0,4.2,0.0508,47.13339597387004,0.0014278799999999994
67,3150.0,15.6,0.1016,71.3,0.0437259
68,3150.0,5.3,0.2286,49.8932332549678,0.00614329
69,1250.0,12.3,0.1016,53.90641966801812,0.04082680000000001
70,3150.0,0.0,0.02540000000000002,71.3,0.00040068199999999943
71,500.0,12.3,0.1016,71.3,0.0368233
72,800.0,0.0,0.1524,31.7,0.0017266799999999995
73,500.0,9.9,0.1524,36.802125860450204,0.025278500000000002
74,800.0,19.7,0.0508,37.44389183266949,0.034118300000000004
75,500.0,7.3,0.2286,59.96482506590971,0.011170600000000001
76,800.0,0.0,0.2286,62.2351866827389,0.0022933599999999995
77,999.9999999999998,15.4,0.0508,71.3,0.0264269
78,3150.0,5.4,0.1524,32.48616942245944,0.00485029
79,800.0,0.0,0.2286,71.3,0.0027238
80,3150.0,4.8,0.02540000000000002,31.7,0.0008732180000000003
81,1250.0,8.4,0.0508,35.47122628892945,0.00566229
82,1600.0,6.7,0.1016,33.58144846122053,0.00578076
83,2000.0,3.0,0.3048,52.87886116713713,0.00452492
84,500.0,5.4,0.1524,31.7,0.004011990000000001
85,10000.0,0.0,0.02540000000000002,58.983645654796,0.00042846399999999993
86,1250.0,3.0,0.3048,57.52078132817574,0.00425727
87,6300.0,0.0,0.1016,59.46338666706875,0.0013198299999999993
88,2500.0,7.2,0.1524,67.84243323877072,0.00752039
89,4000.0,9.9,0.1524,39.674783895599944,0.0233328
90,2500.0,7.3,0.2286,59.155199814789256,0.011170600000000001
91,630.0,19.7,0.0508,31.7,0.036483999999999996
92,1600.0,8.9,0.1016,31.7,0.012459600000000001
93,8000.0,12.7,0.02540000000000002,43.549470682996464,0.012180799999999999
94,4000.0,0.0,0.1016,31.7,0.0015009199999999993
95,1250.0,9.9,0.1524,31.7,0.025278500000000002
96,999.9999999999998,4.8,0.02540000000000002,62.63652782826739,0.0009307889999999996
97,800.0,7.2,0.1524,50.8221715870809,0.00909175
98,999.9999999999998,19.7,0.0508,31.7,0.036483999999999996
99,4000.0,2.0,0.2286,55.710830448642454,0.003135249999999999
100,2500.0,3.0,0.3048,43.6348212299007,0.00529514
101,630.0,6.7,0.1016,70.13276316803112,0.00578076
102,6300.0,9.9,0.1524,43.389793176729796,0.0208438
103,2500.0,7.3,0.2286,33.416288493504176,0.0132672
104,500.0,3.0,0.3048,49.001818881486685,0.00529514
105,2000.0,9.9,0.1524,41.12582556892633,0.025278500000000002
106,2500.0,3.3,0.1016,71.3,0.0025143500000000003
107,6300.0,4.0,0.2286,66.00764990779098,0.004286199999999999
108,3150.0,8.9,0.1016,43.999444519259505,0.012459600000000001
109,630.0,4.0,0.3048,71.3,0.00579636
110,3150.0,7.2,0.1524,31.7,0.00909175
111,6300.0,5.4,0.1524,50.448350599451175,0.004011990000000001
112,500.0,15.4,0.0508,40.95949330942546,0.0282593
113,500.0,9.5,0.02540000000000002,31.7,0.0046137700000000005
114,1250.0,7.3,0.2286,48.948240074015516,0.011170600000000001
115,8000.0,0.0,0.1524,44.0290765827034,0.0019328699999999997
116,5000.0,0.0,0.1524,66.72976572357004,0.001598800000000001
117,500.0,11.2,0.0508,71.3,0.015047799999999998
118,12500.0,2.7,0.1524,64.66983034785589,0.0024385099999999996
119,1600.0,9.9,0.1524,40.582127654984276,0.0208438
120,3150.0,5.4,0.1524,31.7,0.00525474
121,6300.0,0.0,0.2286,60.221113736195804,0.00214345
122,1250.0,7.2,0.1524,68.46571312169833,0.00752039
123,1250.0,2.0,0.2286,51.60950226189704,0.00293031
124,1250.0,12.6,0.1524,31.7,0.058411300000000006
125,1600.0,4.0,0.3048,46.74046259930892,0.00579636
126,400.0,9.9,0.1524,37.27737205114709,0.0233328
127,315.0,3.0,0.3048,31.7,0.00529514
128,2500.0,15.4,0.0508,57.51270383028365,0.028985300000000002
129,1600.0,0.0,0.1524,71.3,0.0019328699999999997
130,630.0,17.4,0.02540000000000002,71.3,0.016570599999999998
131,4000.0,9.9,0.1524,31.807858848607967,0.025278500000000002
132,1600.0,0.0,0.2286,40.92163785733614,0.00253511
133,1250.0,9.5,0.02540000000000002,43.44106309076323,0.0046137700000000005
