,Cylinders,Displacement,Horse_power,Weight,Acceleration(prediction),Model_year,Origin
0,8.0,312.2284816632577,190.0,3850.0,8.5,70.0,1.0
1,8.0,416.3751618098736,129.0,3169.0,12.0,75.0,1.0
2,4.0,68.0,83.0,2219.0,16.5,74.0,2.0
3,6.0,231.82694422396858,100.0,3282.0,15.0,71.0,1.0
4,8.0,242.9996414152222,225.0,4951.0,11.0,73.0,1.0
5,4.0,142.9993675118435,46.0,1950.0,21.0,73.0,2.0
6,8.0,310.66266146899784,175.0,4100.0,13.0,73.0,1.0
7,4.0,455.0,90.0,2678.0,16.5,80.0,1.0
8,4.0,127.70677160352781,90.0,2711.0,15.5,80.0,3.0
9,8.0,270.3867295430819,145.0,3880.0,12.5,77.0,1.0
10,4.0,225.92816670130824,95.0,2694.0,15.0,75.0,2.0
11,4.0,195.79206638863056,75.0,2265.0,15.2,80.0,3.0
12,8.0,315.9426464038134,140.0,4294.0,16.0,72.0,1.0
13,4.0,133.28729742025263,70.0,1955.0,20.5,71.0,1.0
14,8.0,70.04185487472597,145.0,3425.0,13.2,78.0,1.0
15,8.0,231.65984762048157,140.0,4638.0,16.0,74.0,1.0
16,6.0,68.0,95.0,3102.0,16.5,74.0,1.0
17,4.0,68.0,67.0,1850.0,13.8,80.0,3.0
18,4.0,68.0,80.0,2164.0,15.0,72.0,1.0
19,4.0,125.80603815604346,98.0,2945.0,14.5,75.0,2.0
20,8.0,217.32041053561233,198.0,4341.0,10.0,70.0,1.0
21,8.0,352.86418491256006,170.0,4746.0,12.0,71.0,1.0
22,4.0,343.87633807724296,112.0,2868.0,15.5,73.0,2.0
23,4.0,68.0,90.0,2556.0,13.2,79.0,1.0
24,8.0,269.6039739562918,215.0,4615.0,14.0,70.0,1.0
25,3.0,401.5163270962644,90.0,2124.0,13.5,73.0,3.0
26,8.0,97.2546385471731,125.0,3605.0,15.0,79.0,1.0
27,6.0,341.6283682884356,105.0,3380.0,15.8,78.0,1.0
28,6.0,311.9533023526394,115.0,3245.0,15.4,79.0,1.0
29,4.0,137.71913302933754,67.0,1985.0,16.4,77.0,3.0
30,8.0,353.32867045567855,139.0,3205.0,11.2,78.0,1.0
31,4.0,191.62719732076914,71.0,3190.0,24.8,79.0,2.0
32,8.0,139.91491653417353,180.0,4380.0,12.1,76.0,1.0
33,4.0,266.2686247942931,88.0,2740.0,16.0,77.0,1.0
34,5.0,455.0,103.0,2830.0,15.9,78.0,2.0
35,4.0,68.0,65.0,2019.0,16.4,80.0,3.0
36,4.0,269.4082038518444,92.0,2572.0,14.9,76.0,1.0
37,4.0,105.22351854425776,80.0,2126.0,17.0,72.0,1.0
38,6.0,392.1040438422351,105.0,3439.0,15.5,71.0,1.0
39,8.0,222.0424573435799,150.0,4135.0,13.5,72.0,1.0
40,4.0,176.674075538771,78.0,2592.0,18.5,75.0,1.0
41,8.0,455.0,90.0,3420.0,22.2,79.0,1.0
42,4.0,187.5008328480746,88.0,2957.0,17.0,75.0,2.0
43,4.0,421.52653649787777,85.0,2310.0,18.5,73.0,1.0
44,4.0,158.50810246636885,97.0,2405.0,14.9,78.0,3.0
45,4.0,385.0984511820318,72.0,2408.0,19.0,71.0,1.0
46,8.0,298.1313756689576,130.0,4295.0,14.9,77.0,1.0
47,4.0,267.44006168315656,70.0,2120.0,15.5,80.0,1.0
48,4.0,161.94205472789443,67.0,1963.0,15.5,74.0,2.0
49,4.0,85.40748350020614,97.0,2489.0,15.0,74.0,3.0
