,Frequency(prediction),Angle_of_Attack,Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,2120.2617739891866,4.2,0.0508,71.3,0.0014278799999999994
1,1987.9759718559058,3.3,0.1016,71.3,0.0020282200000000007
2,505.10592136381956,7.3,0.2286,31.7,0.0132672
3,2736.7961778362924,2.0,0.2286,71.3,0.00293031
4,1776.9739184711082,4.8,0.02540000000000002,71.3,0.0008486329999999997
5,1680.08625797493,2.7,0.1524,39.6,0.002948039999999999
6,615.5990130991349,5.3,0.2286,39.6,0.00614329
7,1100.0009283604168,15.4,0.0508,55.5,0.0271925
8,880.5507400238694,15.4,0.0508,71.3,0.0264269
9,2348.443564429816,9.5,0.02540000000000002,71.3,0.004206539999999999
10,3410.203246929336,0.0,0.1524,71.3,0.001598800000000001
11,1115.525624323549,17.4,0.02540000000000002,31.7,0.017663099999999998
12,1720.7232407039958,15.4,0.0508,39.6,0.0282593
13,3118.406382391631,6.7,0.1016,39.6,0.00578076
14,741.0802653905344,7.2,0.1524,71.3,0.00752039
15,5360.688890219589,7.3,0.2286,39.6,0.0123481
16,2069.566132377857,5.4,0.1524,31.7,0.00525474
17,18910.569143218396,0.0,0.02540000000000002,55.5,0.0004122899999999992
18,4317.441045853069,11.2,0.0508,39.6,0.015047799999999998
19,1156.05179275482,7.3,0.2286,31.7,0.0132672
20,542.9440807766073,19.7,0.0508,39.6,0.036483999999999996
21,13017.5828463867,0.0,0.02540000000000002,31.7,0.0004394719999999998
22,2978.14025814216,0.0,0.2286,71.3,0.00214345
23,200.0,15.6,0.1016,39.6,0.0528487
24,2018.9791046931473,11.2,0.0508,71.3,0.014072
25,1682.6490468498816,15.4,0.0508,71.3,0.0264269
26,12165.866173844246,4.8,0.02540000000000002,55.5,0.0008732180000000003
27,1709.240329741242,7.3,0.2286,71.3,0.010440399999999999
28,4039.612078152768,5.3,0.2286,39.6,0.00614329
29,693.2825156196873,4.0,0.3048,39.6,0.00579636
30,487.95913589071733,12.3,0.1016,71.3,0.033779199999999995
31,1999.1892176715742,15.4,0.0508,71.3,0.0264269
32,880.1747459550149,15.4,0.0508,71.3,0.0264269
33,4604.338715616698,3.3,0.1016,55.5,0.0022109999999999994
34,1674.533808577615,0.0,0.1016,71.3,0.0012107200000000002
35,2111.886987645254,3.3,0.1016,39.6,0.0024513799999999995
36,357.7050460777591,9.9,0.1524,71.3,0.019300099999999997
37,2118.529510225506,2.0,0.2286,55.5,0.003135249999999999
38,1605.482002573397,9.9,0.1524,31.7,0.025278500000000002
39,1432.2454829996507,5.4,0.1524,55.5,0.00433288
40,1176.111333593531,0.0,0.1524,31.7,0.00209405
41,3762.800650043764,5.3,0.2286,39.6,0.00614329
42,9417.08897393205,4.8,0.02540000000000002,39.6,0.0009074749999999996
43,7916.14301383169,0.0,0.02540000000000002,55.5,0.0004122899999999992
44,4628.640468303407,0.0,0.3048,39.6,0.003101380000000001
45,3183.30070754296,0.0,0.3048,71.3,0.00266337
46,5948.716246814751,0.0,0.3048,31.7,0.0033126600000000003
47,5094.7154357242425,9.9,0.1524,71.3,0.019300099999999997
48,1701.1126888708793,5.3,0.2286,39.6,0.00614329
49,2101.7044617868314,12.3,0.1016,55.5,0.0368233
50,1356.1359528415235,15.4,0.0508,39.6,0.0282593
51,3422.027842159279,0.0,0.02540000000000002,31.7,0.0004394719999999998
52,2146.4069784305925,4.0,0.3048,39.6,0.00579636
53,3529.5713716082914,4.2,0.0508,39.6,0.0015268899999999995
54,383.5981396153147,7.2,0.1524,39.6,0.00909175
55,4064.790417667239,0.0,0.2286,39.6,0.00253511
56,3703.9371982679004,17.4,0.02540000000000002,71.3,0.016104
57,771.9565568227254,9.9,0.1524,39.6,0.0233328
58,1882.8233466785473,8.4,0.0508,71.3,0.00529514
59,313.8159407960238,15.4,0.0508,71.3,0.0264269
60,1772.3695603909382,0.0,0.3048,55.5,0.0028308099999999996
61,3651.644617077503,12.3,0.1016,71.3,0.033779199999999995
62,4406.77042037695,7.3,0.2286,39.6,0.0123481
63,1600.0618239797438,4.0,0.3048,71.3,0.00497773
64,2252.7032850165,4.0,0.2286,71.3,0.00400603
65,4070.7570585073663,19.7,0.0508,39.6,0.036483999999999996
66,4499.691024471948,4.2,0.0508,71.3,0.0014278799999999994
67,1733.4219140136283,15.6,0.1016,71.3,0.0437259
68,2614.7361404043927,5.3,0.2286,39.6,0.00614329
69,841.9597346910291,12.3,0.1016,39.6,0.04082680000000001
70,4705.509638413365,0.0,0.02540000000000002,71.3,0.00040068199999999943
71,200.0,12.3,0.1016,55.5,0.0368233
72,5332.666434651021,0.0,0.1524,55.5,0.0017266799999999995
73,437.73087721371576,9.9,0.1524,31.7,0.025278500000000002
74,20000.0,19.7,0.0508,71.3,0.034118300000000004
75,403.11325834646686,7.3,0.2286,55.5,0.011170600000000001
76,2383.1193957351275,0.0,0.2286,55.5,0.0022933599999999995
77,880.552721781426,15.4,0.0508,71.3,0.0264269
78,3953.9611185879544,5.4,0.1524,39.6,0.00485029
79,1048.8072469527986,0.0,0.2286,31.7,0.0027238
80,6251.781158449156,4.8,0.02540000000000002,55.5,0.0008732180000000003
81,1653.4621547520946,8.4,0.0508,39.6,0.00566229
82,1764.9863034192188,6.7,0.1016,39.6,0.00578076
83,2111.7022726359523,3.0,0.3048,55.5,0.00452492
84,2765.135987793076,5.4,0.1524,71.3,0.004011990000000001
85,7854.49134473559,0.0,0.02540000000000002,39.6,0.00042846399999999993
86,1785.291560022307,3.0,0.3048,71.3,0.00425727
87,6577.414313413403,0.0,0.1016,55.5,0.0013198299999999993
88,2682.623426129712,7.2,0.1524,71.3,0.00752039
89,3895.001114695087,9.9,0.1524,39.6,0.0233328
90,2359.8019510212816,7.3,0.2286,55.5,0.011170600000000001
91,20000.0,19.7,0.0508,39.6,0.036483999999999996
92,1806.1542480106248,8.9,0.1016,39.6,0.012459600000000001
93,13180.923524322796,12.7,0.02540000000000002,71.3,0.012180799999999999
94,5144.498626759632,0.0,0.1016,31.7,0.0015009199999999993
95,1391.6224381912853,9.9,0.1524,31.7,0.025278500000000002
96,9155.723166924447,4.8,0.02540000000000002,31.7,0.0009307889999999996
97,563.5221740840843,7.2,0.1524,39.6,0.00909175
98,17448.3955329327,19.7,0.0508,39.6,0.036483999999999996
99,4504.277536757634,2.0,0.2286,55.5,0.003135249999999999
100,1943.1221354168524,3.0,0.3048,31.7,0.00529514
101,820.5339890745227,6.7,0.1016,39.6,0.00578076
102,6970.071575302778,9.9,0.1524,55.5,0.0208438
103,2406.1079087232165,7.3,0.2286,31.7,0.0132672
104,704.1327812350987,3.0,0.3048,31.7,0.00529514
105,1647.6869788701188,9.9,0.1524,31.7,0.025278500000000002
106,1105.6077840079056,3.3,0.1016,31.7,0.0025143500000000003
107,5552.59527327883,4.0,0.2286,55.5,0.004286199999999999
108,2808.6962005262585,8.9,0.1016,39.6,0.012459600000000001
109,693.15662500814,4.0,0.3048,39.6,0.00579636
110,7016.76604621457,7.2,0.1524,39.6,0.00909175
111,8313.205204533482,5.4,0.1524,71.3,0.004011990000000001
112,876.2166041926653,15.4,0.0508,39.6,0.0282593
113,3775.427490668364,9.5,0.02540000000000002,31.7,0.0046137700000000005
114,1458.926014710927,7.3,0.2286,55.5,0.011170600000000001
115,8018.516092149211,0.0,0.1524,39.6,0.0019328699999999997
116,6956.383004816542,0.0,0.1524,71.3,0.001598800000000001
117,803.2959498935861,11.2,0.0508,39.6,0.015047799999999998
118,12980.726747848978,2.7,0.1524,71.3,0.0024385099999999996
119,1959.4786198182403,9.9,0.1524,55.5,0.0208438
120,3729.782478712479,5.4,0.1524,31.7,0.00525474
121,7814.864479606012,0.0,0.2286,71.3,0.00214345
122,1432.1602736358227,7.2,0.1524,71.3,0.00752039
123,2065.316078616423,2.0,0.2286,71.3,0.00293031
124,1460.7519633324016,12.6,0.1524,39.6,0.058411300000000006
125,1436.9475436519776,4.0,0.3048,39.6,0.00579636
126,535.672695152934,9.9,0.1524,39.6,0.0233328
127,1355.0174195077188,3.0,0.3048,31.7,0.00529514
128,20000.0,15.4,0.0508,31.7,0.028985300000000002
129,1246.5053399325188,0.0,0.1524,39.6,0.0019328699999999997
130,17055.760263787783,17.4,0.02540000000000002,55.5,0.016570599999999998
131,3849.489144632199,9.9,0.1524,31.7,0.025278500000000002
132,1769.192343329502,0.0,0.2286,39.6,0.00253511
133,1904.9152149385195,9.5,0.02540000000000002,31.7,0.0046137700000000005
134,3681.8391181330367,4.8,0.02540000000000002,39.6,0.0009074749999999996
135,6106.61913019068,19.7,0.0508,71.3,0.034118300000000004
136,3852.639588462786,0.0,0.0508,71.3,0.0007404779999999993
137,5340.330156616813,5.4,0.1524,39.6,0.00485029
138,7524.73535835186,1.5,0.3048,39.6,0.0039210700000000005
139,2491.5028669306657,8.4,0.0508,39.6,0.00566229
140,200.0,12.6,0.1524,71.3,0.0483159
141,2076.0380963062353,4.8,0.02540000000000002,39.6,0.0009074749999999996
142,3778.6078064227827,0.0,0.1524,31.7,0.00209405
143,1778.8993769774338,0.0,0.3048,55.5,0.0028308099999999996
144,4266.746768108597,8.4,0.0508,55.5,0.00544854
145,697.9080013898451,12.3,0.1016,39.6,0.04082680000000001
146,473.9940417735688,7.3,0.2286,39.6,0.0123481
147,7824.814520067444,5.4,0.1524,55.5,0.00433288
148,3952.2223552862597,4.8,0.02540000000000002,71.3,0.0008486329999999997
149,8634.354405301046,7.2,0.1524,71.3,0.00752039
150,1205.0803910824504,9.9,0.1524,71.3,0.019300099999999997
151,2041.3207037041855,8.4,0.0508,55.5,0.00544854
152,1912.8454104375014,7.2,0.1524,71.3,0.00752039
153,1719.7950110707834,6.7,0.1016,31.7,0.00592927
154,3025.596725097714,12.7,0.02540000000000002,71.3,0.012180799999999999
155,12771.864569809346,0.0,0.1524,71.3,0.001598800000000001
156,1817.3377483229513,12.7,0.02540000000000002,39.6,0.013025299999999998
157,1559.8645672367322,0.0,0.3048,31.7,0.0033126600000000003
158,1121.9025607704307,0.0,0.2286,39.6,0.00253511
159,1213.5963076095354,4.0,0.2286,31.7,0.00509068
160,569.2566358341692,9.9,0.1524,55.5,0.0208438
161,10788.250354104961,0.0,0.0508,71.3,0.0007404779999999993
162,922.2182150077094,4.0,0.2286,55.5,0.004286199999999999
163,20000.0,17.4,0.02540000000000002,39.6,0.0172206
164,2125.5604228366496,3.0,0.3048,39.6,0.00495741
165,10482.039925099842,0.0,0.02540000000000002,71.3,0.00040068199999999943
166,9413.039215402814,2.0,0.2286,71.3,0.00293031
167,542.9441155135946,19.7,0.0508,39.6,0.036483999999999996
168,4740.650876216923,2.0,0.2286,71.3,0.00293031
169,1106.543869141138,5.4,0.1524,39.6,0.00485029
170,3971.4225550867477,0.0,0.3048,31.7,0.0033126600000000003
171,1018.3379806310243,15.4,0.0508,71.3,0.0264269
172,7595.444266183141,0.0,0.02540000000000002,31.7,0.0004394719999999998
173,1291.617946826865,4.0,0.2286,39.6,0.00473801
174,1278.680985658904,15.4,0.0508,39.6,0.0282593
175,1105.27480273185,3.3,0.1016,31.7,0.0025143500000000003
176,2925.711736710401,0.0,0.0508,31.7,0.0008121640000000006
177,200.0,7.3,0.2286,31.7,0.0132672
178,1513.6591446118005,3.0,0.3048,31.7,0.00529514
179,9680.799922264829,0.0,0.3048,55.5,0.0028308099999999996
180,202.72994502493248,12.6,0.1524,71.3,0.0483159
181,200.0,12.3,0.1016,55.5,0.0368233
182,5076.911767950976,0.0,0.1016,39.6,0.0014633200000000006
183,16293.542537356574,9.5,0.02540000000000002,39.6,0.00449821
184,2048.17122033779,9.5,0.02540000000000002,55.5,0.004328399999999999
185,200.0,12.3,0.1016,71.3,0.033779199999999995
186,3619.7834671268274,9.5,0.02540000000000002,55.5,0.004328399999999999
187,2353.951229707488,17.4,0.02540000000000002,71.3,0.016104
188,2443.374189204483,1.5,0.3048,71.3,0.00336729
189,10751.179464628884,3.0,0.3048,71.3,0.00425727
190,1895.159176139012,0.0,0.3048,55.5,0.0028308099999999996
191,4041.991095545666,3.3,0.1016,71.3,0.0020282200000000007
192,2016.6878536100369,17.4,0.02540000000000002,55.5,0.016570599999999998
193,4957.63423860545,7.3,0.2286,71.3,0.010440399999999999
194,820.613706140844,6.7,0.1016,39.6,0.00578076
195,1034.980231733345,9.9,0.1524,39.6,0.0233328
196,2163.6364369669195,15.4,0.0508,71.3,0.0264269
197,1580.6011965963246,7.3,0.2286,39.6,0.0123481
198,4770.907590223762,9.9,0.1524,71.3,0.019300099999999997
199,7207.708255248238,9.5,0.02540000000000002,71.3,0.004206539999999999
200,8963.961822730855,0.0,0.3048,39.6,0.003101380000000001
201,12040.204828754584,0.0,0.0508,31.7,0.0008121640000000006
202,11338.501004176378,0.0,0.3048,39.6,0.003101380000000001
203,1105.0644113318947,3.3,0.1016,31.7,0.0025143500000000003
204,460.30177210789725,8.9,0.1016,39.6,0.012459600000000001
205,6187.910630413438,0.0,0.1524,71.3,0.001598800000000001
206,2171.1471350755182,9.9,0.1524,71.3,0.019300099999999997
207,4802.060674937203,9.9,0.1524,55.5,0.0208438
208,200.0,17.4,0.02540000000000002,39.6,0.0172206
209,752.4897196505312,6.7,0.1016,31.7,0.00592927
210,1902.6033388630774,2.7,0.1524,71.3,0.0024385099999999996
211,959.2006092011809,5.4,0.1524,39.6,0.00485029
212,1276.3464002236196,6.7,0.1016,31.7,0.00592927
213,8917.680968854664,17.4,0.02540000000000002,71.3,0.016104
214,2099.49421569415,9.9,0.1524,31.7,0.025278500000000002
215,4578.428533202363,0.0,0.3048,39.6,0.003101380000000001
216,20000.0,19.7,0.0508,39.6,0.036483999999999996
217,4085.6081101366262,0.0,0.02540000000000002,55.5,0.0004122899999999992
218,1159.4815717284023,3.3,0.1016,39.6,0.0024513799999999995
219,502.4280601612909,9.9,0.1524,39.6,0.0233328
220,2714.0388275114506,3.3,0.1016,39.6,0.0024513799999999995
221,922.1950443848073,1.5,0.3048,39.6,0.0039210700000000005
222,1886.8616346625126,0.0,0.1524,55.5,0.0017266799999999995
223,3288.412986849284,2.0,0.2286,71.3,0.00293031
224,1112.2682935350647,11.2,0.0508,71.3,0.014072
225,861.8550300908082,2.0,0.2286,31.7,0.003723709999999999
226,4295.815942597552,2.0,0.2286,39.6,0.00346574
227,2494.726818505252,17.4,0.02540000000000002,71.3,0.016104
228,1824.5354774685557,12.3,0.1016,71.3,0.033779199999999995
229,5314.963287667269,0.0,0.1524,71.3,0.001598800000000001
230,1578.4897191549062,4.2,0.0508,39.6,0.0015268899999999995
