,Cylinders,Displacement,Horse_power,Weight,Acceleration(prediction),Model_year,Origin
0,4.0,97.0,88.0,2100.0,23.964736810856586,72.0,3.0
1,6.0,225.0,100.0,3233.0,9.460392971799518,76.0,1.0
2,4.0,140.0,75.0,2542.0,13.487724659481763,74.0,1.0
3,4.0,98.0,68.0,2155.0,17.675688168206875,78.0,1.0
4,6.0,173.0,115.0,2700.0,24.76338345647277,79.0,1.0
5,4.0,108.0,93.0,2391.0,23.332287631840614,74.0,3.0
6,4.0,98.0,80.0,1915.0,24.51267139059309,79.0,1.0
7,6.0,200.0,85.0,2587.0,22.738213957477605,70.0,1.0
8,4.0,111.0,80.0,2155.0,14.631713621893367,77.0,1.0
9,4.0,84.99999999999999,65.0,2020.0,8.219620897108957,79.0,3.0
10,4.0,79.0,70.0,2074.0,16.428389931822547,71.0,2.0
11,8.0,350.0,145.0,4082.0,17.042521543358973,73.0,1.0
12,4.0,86.0,64.0,1875.0,13.680590610057289,81.0,1.0
13,4.0,79.0,58.0,1825.0,14.256102666950698,77.0,2.0
14,4.0,119.0,82.0,2720.0,21.989494957935648,82.0,1.0
15,8.0,304.0,150.0,4257.0,18.60229788513339,74.0,1.0
16,4.0,134.0,90.0,2711.0,16.128200675862715,80.0,3.0
17,6.0,225.0,100.0,3630.0,15.982498007341805,77.0,1.0
18,6.0,250.0,100.0,3278.0,13.763592442128287,73.0,1.0
19,8.0,305.0,140.0,4215.0,22.79368778463077,76.0,1.0
20,8.0,350.0,150.0,4699.0,18.997906422801776,74.0,1.0
21,4.0,89.99999999999999,75.0,2125.0,15.499923934550425,74.0,1.0
22,8.0,400.0,175.0,4464.0,21.445163771280097,71.0,1.0
23,8.0,318.0,150.0,4077.0,8.368183583662102,72.0,1.0
24,4.0,156.0,105.0,2800.0,24.51267139059309,80.0,1.0
25,6.0,200.0,85.0,3070.0,11.990373054447417,78.0,1.0
26,6.0,200.0,95.0,3155.0,12.352922339772986,78.0,1.0
27,4.0,140.0,88.0,2890.0,8.219620897108957,79.0,1.0
28,4.0,134.0,96.0,2702.0,23.92226374208045,75.0,3.0
29,4.0,101.0,83.0,2202.0,12.481955513711672,76.0,2.0
30,8.0,307.0,200.0,4376.0,15.43143726080829,70.0,1.0
31,8.0,305.0,145.0,3425.0,14.998223587559163,78.0,1.0
32,4.0,151.0,85.0,2855.0,17.528739646137417,78.0,1.0
33,6.0,155.0,107.0,2472.0,14.915835126293599,73.0,1.0
34,4.0,108.0,94.0,2379.0,12.155563062946683,73.0,3.0
35,4.0,135.0,84.0,2490.0,8.002309705989209,81.0,1.0
36,6.0,225.0,85.0,3465.0,9.954747102005442,81.0,1.0
37,4.0,116.0,81.0,2220.0,17.964857168879337,76.0,2.0
38,4.0,121.0,115.0,2671.0,16.989503291774938,75.0,2.0
39,8.0,400.0,167.0,4906.0,12.084189128451529,73.0,1.0
40,6.0,250.0,100.0,3781.0,14.424082223027263,74.0,1.0
41,6.0,171.0,97.0,2984.0,15.200478532977437,75.0,1.0
42,8.0,318.0,150.0,3777.0,14.818123396113347,73.0,1.0
43,4.0,97.0,60.0,1834.0,21.4301177912445,71.0,2.0
44,4.0,119.0,100.0,2615.0,23.784419786657566,81.0,3.0
45,4.0,79.0,67.0,1950.0,11.19215932507879,74.0,3.0
46,8.0,429.0,198.0,4341.0,24.676311770067002,70.0,1.0
47,8.0,350.0,165.0,4274.0,16.485182883928744,72.0,1.0
48,6.0,232.0,100.0,2634.0,12.536271980184388,71.0,1.0
49,8.0,350.0,145.0,4055.0,9.172699035749513,76.0,1.0
50,6.0,232.0,90.0,3265.0,10.485577730489176,79.0,1.0
51,4.0,134.0,95.0,2560.0,20.703739255974753,78.0,3.0
52,6.0,200.0,81.0,3012.0,8.709456079610082,76.0,1.0
53,8.0,302.0,139.0,3205.0,8.053452088129225,78.0,1.0
54,8.0,302.0,129.0,3169.0,8.748355204437164,75.0,1.0
55,8.0,318.0,150.0,4190.0,20.22528195737255,76.0,1.0
56,8.0,400.0,170.0,4668.0,24.51267139059309,75.0,1.0
57,6.0,232.0,100.0,2901.0,11.034739502772176,74.0,1.0
58,4.0,105.0,75.0,2230.0,14.427105250532243,78.0,1.0
59,4.0,151.0,88.0,2740.0,18.38698883691329,77.0,1.0
60,8.0,383.0,180.0,4955.0,13.13095072910646,71.0,1.0
61,8.0,304.0,150.0,3433.0,11.731219697914149,70.0,1.0
62,8.0,400.0,150.0,3761.0,10.271790710688629,70.0,1.0
63,6.0,250.0,105.0,3353.0,24.51267139059309,76.0,1.0
64,4.0,71.0,65.0,1836.0,10.411871448461273,74.0,3.0
65,4.0,97.0,88.0,2130.0,17.073924936417736,70.0,3.0
66,8.0,304.0,150.0,3892.0,15.644683322033812,72.0,1.0
67,4.0,84.99999999999999,70.0,1990.0,11.553786469560018,76.0,3.0
68,6.0,232.0,100.0,3288.0,15.045674352861457,71.0,1.0
69,6.0,250.0,72.0,3432.0,11.12148474300173,75.0,1.0
70,8.0,260.0,90.0,3420.0,12.280485125828298,79.0,1.0
71,4.0,140.0,89.0,2755.0,23.94273388266501,77.0,1.0
72,4.0,84.99999999999999,65.0,2110.0,24.51267139059309,80.0,3.0
73,8.0,304.0,193.0,4732.0,15.796079000139578,70.0,1.0
74,4.0,97.0,78.0,2190.0,14.505948169631257,77.0,2.0
75,8.0,318.0,150.0,4135.0,18.30120047111152,72.0,1.0
76,4.0,121.0,112.0,2933.0,8.219620897108957,72.0,2.0
77,8.0,318.0,150.0,4498.0,24.51267139059309,75.0,1.0
78,4.0,84.99999999999999,52.0,2035.0,17.614513277641297,76.0,1.0
79,4.0,122.0,96.0,2300.0,19.54507504976633,77.0,1.0
80,8.0,305.0,130.0,3840.0,8.26261186414897,79.0,1.0
81,4.0,116.0,75.0,2246.0,22.68536297870434,74.0,2.0
82,8.0,318.0,150.0,3755.0,9.650487032732011,76.0,1.0
83,4.0,151.0,90.0,2735.0,10.763503856102602,82.0,1.0
84,8.0,455.0,225.0,3086.0,10.669539746470305,70.0,1.0
85,4.0,108.0,70.0,2245.0,15.568060800489901,82.0,3.0
86,4.0,97.0,78.0,2188.0,11.343488335150393,80.0,2.0
87,5.0,131.0,103.0,2830.0,15.91492259921871,78.0,2.0
88,4.0,107.0,75.0,2205.0,18.59405591687809,82.0,3.0
89,8.0,400.0,175.0,4385.0,21.464697028311537,72.0,1.0
90,4.0,119.0,97.0,2545.0,22.180849488780545,75.0,3.0
91,8.0,318.0,150.0,4457.0,20.701551176150975,74.0,1.0
92,6.0,250.0,98.0,3525.0,13.12749363044067,77.0,1.0
93,6.0,250.0,78.0,3574.0,10.480810632573714,76.0,1.0
94,8.0,360.0,170.0,4654.0,22.305809817911623,73.0,1.0
95,4.0,107.0,72.0,2290.0,15.959296969916156,80.0,3.0
96,8.0,318.0,145.0,4140.0,10.281034837637765,77.0,1.0
97,8.0,400.0,180.0,4220.0,22.270433900236785,77.0,1.0
98,6.0,250.0,110.0,3520.0,12.78394443742161,77.0,1.0
99,4.0,119.0,97.0,2300.0,10.184293734673165,78.0,3.0
100,3.0,70.0,97.0,2330.0,8.019989410069238,72.0,3.0
101,6.0,156.0,122.0,2807.0,20.7170609406272,73.0,3.0
102,8.0,350.0,105.0,3725.0,20.737233959170435,81.0,1.0
103,8.0,302.0,137.0,4042.0,13.604673173810784,73.0,1.0
104,4.0,122.0,86.0,2220.0,18.41630147997636,71.0,1.0
105,8.0,400.0,230.0,4278.0,8.219620897108957,73.0,1.0
106,6.0,232.0,100.0,2945.0,12.27523339125144,73.0,1.0
107,6.0,250.0,88.0,3139.0,18.34205265508906,71.0,1.0
108,4.0,141.0,80.0,3230.0,22.152367292704042,81.0,2.0
109,8.0,318.0,210.0,4382.0,15.916462243278778,70.0,1.0
110,6.0,232.0,90.0,3085.0,8.452044722179082,76.0,1.0
111,8.0,350.0,165.0,4209.0,17.65317222716362,71.0,1.0
112,4.0,91.0,67.0,1850.0,13.393206621230394,80.0,3.0
113,8.0,350.0,165.0,3693.0,12.92223665056167,70.0,1.0
114,4.0,135.0,84.0,2525.0,9.473002436511859,82.0,1.0
115,6.0,250.0,105.0,3459.0,9.270030570764236,75.0,1.0
116,8.0,302.0,140.0,4141.0,21.117313555744346,74.0,1.0
117,8.0,350.0,145.0,3988.0,10.365479549376404,73.0,1.0
118,4.0,98.0,76.0,2144.0,24.55719416644961,80.0,2.0
119,8.0,260.0,110.0,4060.0,12.407771885454602,77.0,1.0
120,4.0,146.0,67.0,3250.0,22.16649874644014,80.0,2.0
121,8.0,318.0,140.0,4080.0,17.420311790221643,78.0,1.0
122,8.0,350.0,180.0,3664.0,10.975804140450565,73.0,1.0
123,8.0,302.0,139.0,3570.0,18.51031019917126,78.0,1.0
124,4.0,71.0,65.0,1773.0,22.68382911003859,71.0,3.0
125,8.0,350.0,125.0,3900.0,24.51267139059309,79.0,1.0
126,6.0,225.0,105.0,3613.0,24.51267139059309,74.0,1.0
127,4.0,105.0,74.0,2190.0,8.219620897108957,81.0,2.0
128,4.0,97.0,46.0,1835.0,18.57107732079167,70.0,2.0
129,4.0,151.0,90.0,3003.0,16.34542216399259,80.0,1.0
130,4.0,115.0,95.0,2694.0,15.241132227097054,75.0,2.0
131,4.0,108.0,75.0,2265.0,16.08586088092605,80.0,3.0
132,4.0,122.0,85.0,2310.0,20.66855248318523,73.0,1.0
133,8.0,302.0,129.0,3725.0,10.758830135990216,79.0,1.0
134,4.0,105.0,63.0,2215.0,9.164765740796234,81.0,1.0
135,6.0,250.0,110.0,3645.0,21.03621502866453,76.0,1.0
136,8.0,350.0,175.0,4100.0,16.79023027589686,73.0,1.0
137,6.0,231.0,105.0,3535.0,15.33896374096424,78.0,1.0
138,6.0,231.0,115.0,3245.0,19.872603562328205,79.0,1.0
139,6.0,231.0,105.0,3425.0,24.336525819144875,77.0,1.0
140,4.0,79.0,58.0,1755.0,10.22736542877476,81.0,3.0
141,4.0,105.0,70.0,2150.0,24.51267139059309,79.0,1.0
142,4.0,98.0,60.0,2164.0,17.986959521222825,76.0,1.0
143,4.0,98.0,70.0,2120.0,8.219620897108957,80.0,1.0
144,4.0,91.0,67.0,1965.0,15.542380064564817,82.0,3.0
145,4.0,84.99999999999999,70.0,1945.0,11.801772450186318,77.0,3.0
146,4.0,120.0,88.0,3270.0,18.215251284352618,76.0,2.0
147,4.0,97.0,88.0,2130.0,16.978419200634924,71.0,3.0
148,8.0,360.0,175.0,3821.0,13.311042788396968,73.0,1.0
149,4.0,151.0,90.0,2950.0,18.96531889435417,82.0,1.0
150,8.0,429.0,208.0,4633.0,13.31304578535912,72.0,1.0
151,6.0,225.0,110.0,3360.0,17.33175353154315,79.0,1.0
152,6.0,146.0,120.0,2930.0,13.420026948643459,81.0,3.0
153,4.0,121.0,110.0,2600.0,8.219620897108957,77.0,2.0
154,4.0,98.0,68.0,2135.0,8.105731579680493,78.0,3.0
155,4.0,89.0,62.0,1845.0,17.341814563817515,80.0,2.0
156,4.0,110.0,87.0,2672.0,16.196866044534634,70.0,2.0
157,8.0,340.0,160.0,3609.0,10.495964645923095,70.0,1.0
158,4.0,113.0,95.0,2372.0,17.171635068945374,70.0,3.0
159,4.0,113.0,95.0,2228.0,16.957930069194095,71.0,3.0
160,8.0,304.0,120.0,3962.0,11.221934838664417,76.0,1.0
161,4.0,140.0,83.0,2639.0,17.50536070437554,75.0,1.0
162,4.0,89.0,62.0,2050.0,9.747811045277711,81.0,3.0
163,4.0,89.99999999999999,48.0,2085.0,12.329648336914735,80.0,2.0
164,4.0,89.99999999999999,48.0,1985.0,12.904678495067259,78.0,2.0
165,4.0,97.0,67.0,2145.0,15.866417176237027,80.0,3.0
166,6.0,198.0,95.0,2904.0,9.993281662377473,73.0,1.0
167,6.0,225.0,100.0,3430.0,16.527466531473554,78.0,1.0
