,Frequency,Angle_of_Attack,Chord_length,Free-stream_velocity,Suction_side_displacement_thickness
0,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
1,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
2,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
3,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
4,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
5,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
6,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
7,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
8,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
9,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
10,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
11,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
12,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
13,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
14,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
15,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
16,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
17,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
18,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
19,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
20,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
21,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
22,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
23,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
24,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
25,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
26,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
27,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
28,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
29,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
30,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
31,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
32,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
33,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
34,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
35,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
36,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
37,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
38,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
39,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
40,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
41,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
42,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
43,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
44,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
45,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
46,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
47,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
48,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
49,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
50,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
51,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
52,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
53,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
54,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
55,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
56,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
57,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
58,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
59,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
60,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
61,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
62,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
63,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
64,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
65,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
66,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
67,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
68,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
69,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
70,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
71,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
72,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
73,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
74,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
75,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
76,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
77,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
78,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
79,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
80,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
81,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
82,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
83,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
84,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
85,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
86,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
87,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
88,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
89,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
90,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
91,2000.0,9.5,0.02540000000000002,71.3,0.004206539999999999
