,Cylinders,Displacement,Horse_power,Weight,Acceleration(prediction),Model_year,Origin
0,4.0,73.10488811710658,88.0,2100.0,16.5,72.0,3.0
1,6.0,98.48855196766117,100.0,3233.0,15.4,76.0,1.0
2,4.0,85.77863132785757,75.0,2542.0,17.0,74.0,1.0
3,4.0,117.8273686394457,68.0,2155.0,16.5,78.0,1.0
4,6.0,454.1565117651762,115.0,2700.0,12.9,79.0,1.0
5,4.0,105.22393240116686,93.0,2391.0,15.5,74.0,3.0
6,4.0,88.27945727475998,80.0,1915.0,14.4,79.0,1.0
7,6.0,182.13199142353227,85.0,2587.0,16.0,70.0,1.0
8,4.0,99.08395686548378,80.0,2155.0,14.8,77.0,1.0
9,4.0,276.06365852948255,65.0,2020.0,19.2,79.0,3.0
10,4.0,62.528424402230854,70.0,2074.0,19.5,71.0,2.0
11,8.0,261.3782447524758,145.0,4082.0,13.0,73.0,1.0
12,4.0,62.528424402230854,64.0,1875.0,16.4,81.0,1.0
13,4.0,62.528424402230854,58.0,1825.0,18.6,77.0,2.0
14,4.0,431.06201537408174,82.0,2720.0,19.4,82.0,1.0
15,8.0,389.7577627309281,150.0,4257.0,15.5,74.0,1.0
16,4.0,97.67806563930056,90.0,2711.0,15.5,80.0,3.0
17,6.0,354.9444777429581,100.0,3630.0,17.7,77.0,1.0
18,6.0,380.2443860957983,100.0,3278.0,18.0,73.0,1.0
19,8.0,85.5155671873492,140.0,4215.0,13.0,76.0,1.0
20,8.0,392.030610892556,150.0,4699.0,14.5,74.0,1.0
21,4.0,112.0108475180519,75.0,2125.0,14.5,74.0,1.0
22,8.0,335.14140441115495,175.0,4464.0,11.5,71.0,1.0
23,8.0,278.57138776419345,150.0,4077.0,14.0,72.0,1.0
24,4.0,112.9262109255365,105.0,2800.0,14.4,80.0,1.0
25,6.0,227.6370255662089,85.0,3070.0,16.7,78.0,1.0
26,6.0,124.62083747922351,95.0,3155.0,18.2,78.0,1.0
27,4.0,166.17759649413546,88.0,2890.0,17.3,79.0,1.0
28,4.0,161.71745496358503,96.0,2702.0,13.5,75.0,3.0
29,4.0,137.801208438927,83.0,2202.0,15.3,76.0,2.0
30,8.0,334.25733896333213,200.0,4376.0,15.0,70.0,1.0
31,8.0,435.59530016335236,145.0,3425.0,13.2,78.0,1.0
32,4.0,325.8174096869078,85.0,2855.0,17.6,78.0,1.0
33,6.0,145.59817402023162,107.0,2472.0,14.0,73.0,1.0
34,4.0,159.28774772066288,94.0,2379.0,16.5,73.0,3.0
35,4.0,200.1142292560308,84.0,2490.0,15.7,81.0,1.0
36,6.0,170.61452782868423,85.0,3465.0,16.6,81.0,1.0
37,4.0,187.4390121853744,81.0,2220.0,16.9,76.0,2.0
38,4.0,128.05357515022814,115.0,2671.0,13.5,75.0,2.0
39,8.0,440.92783080550555,167.0,4906.0,12.5,73.0,1.0
40,6.0,155.30771251984655,100.0,3781.0,17.0,74.0,1.0
